repo_name,len_nodes,len_edges,edge_density,is_sparse,avg_deg,avg_clustering,lcc_node_coverage_ratio,lcc_len_nodes,lcc_len_edges,lcc_edge_density,lcc_diameter,lcc_avg_dist,lcc_assort_coe,lcc_avg_deg_centr,lcc_avg_close_centr,lcc_avg_n_betw_centr,lcc_avg_e_betw_centr,lcc_avg_eigvec_centr
TuGraph-family_tugraph-db_2023,2034,3934,0.0019027249981983603,True,3.8682399213372665,0.3458340422938708,0.9990167158308751,2032,3933,0.0019059886716523802,9,3.2947177993075827,-0.22002425586127358,0.0019059886716523802,0.2949535108246275,0.0011306452833949935,0.000837711110935058,0.004134776029803972
neo4j_neo4j_2023,4032,6869,0.0008452597527889019,True,3.4072420634920637,0.1118822263460512,0.9751984126984127,3932,6766,0.0008754784011999463,11,3.402810122631673,-0.19053269809142287,0.0008754784011999464,0.2992535701361678,0.0006114667801860473,0.0005029278927921486,0.0081645027108026
