node,clustering_coefficient,node_type,weight,label,degree,repo_id,repo_name,community_id,community_size
R_298223552,0.0,Repo,1,R_298223552,1,298223552,,0,1244
R_276136616,0.0,Repo,1,R_276136616,1,276136616,,0,1244
R_28156794,0.0,Repo,1,R_28156794,1,28156794,,0,1244
R_10805187,0.0,Repo,1,R_10805187,1,10805187,,0,1244
R_96034473,0.0,Repo,1,R_96034473,1,96034473,,0,1244
R_326744856,0.0,Repo,1,R_326744856,1,326744856,,0,1244
R_123020983,0.0,Repo,1,R_123020983,1,123020983,,0,1244
R_528989181,0.0,Repo,1,R_528989181,1,528989181,,0,1244
R_449924556,0.015151515151515152,Repo,1,R_449924556,14,449924556,tigrisdata/tigris,16,104
R_457955175,0.0,Repo,1,R_457955175,1,457955175,,16,104
R_574706151,0.0,Repo,1,R_574706151,1,574706151,,16,104
R_24063576,0.0,Repo,1,R_24063576,2,24063576,,0,1244
R_457979282,0.0,Repo,1,R_457979282,1,457979282,,16,104
R_143344440,0.0,Repo,1,R_143344440,1,143344440,,16,104
R_583827396,0.0,Repo,1,R_583827396,1,583827396,,16,104
R_602280634,0.0,Repo,1,R_602280634,1,602280634,,3,647
R_462292,0.0,Repo,1,R_462292,1,462292,,3,647
R_198466472,0.0,Repo,1,R_198466472,25,198466472,terminusdb/terminusdb,11,134
R_668128822,0.0,Repo,1,R_668128822,1,668128822,,11,134
R_644123568,0.0,Repo,1,R_644123568,1,644123568,,11,134
R_716081243,0.0,Repo,1,R_716081243,1,716081243,,11,134
R_520314886,0.0,Repo,1,R_520314886,1,520314886,,11,134
R_219515346,0.0,Repo,1,R_219515346,1,219515346,,11,134
R_331918284,0.0,Repo,1,R_331918284,1,331918284,,11,134
R_5844474,0.0,Repo,1,R_5844474,25,5844474,EventStore/EventStore,7,178
R_275516738,0.0,Repo,1,R_275516738,1,275516738,,7,178
R_2056549,0.0,Repo,1,R_2056549,2,2056549,,7,178
R_277837858,0.0,Repo,1,R_277837858,1,277837858,,7,178
R_107505869,0.0,Repo,1,R_107505869,1,107505869,,7,178
R_494505892,0.0,Repo,1,R_494505892,1,494505892,,7,178
R_248537383,0.0,Repo,1,R_248537383,1,248537383,,7,178
R_514024958,0.0,Repo,1,R_514024958,1,514024958,,7,178
R_22841549,0.0,Repo,1,R_22841549,1,22841549,,7,178
R_18174590,0.0,Repo,1,R_18174590,1,18174590,,7,178
R_159548561,0.0,Repo,1,R_159548561,1,159548561,,7,178
R_19330736,0.0,Repo,1,R_19330736,1,19330736,,7,178
R_251584398,0.0,Repo,1,R_251584398,1,251584398,,7,178
R_15785507,0.0,Repo,1,R_15785507,2,15785507,,7,178
R_53527070,0.0,Repo,1,R_53527070,1,53527070,,7,178
R_660782830,0.0,Repo,1,R_660782830,1,660782830,,0,1244
R_197367072,0.0,Repo,1,R_197367072,1,197367072,,0,1244
R_264999390,0.0,Repo,1,R_264999390,1,264999390,,0,1244
R_204086862,0.0,Repo,1,R_204086862,1,204086862,,0,1244
R_405898839,0.0,Repo,1,R_405898839,1,405898839,,0,1244
R_336170831,0.0,Repo,1,R_336170831,1,336170831,,0,1244
R_617891484,0.0,Repo,1,R_617891484,1,617891484,,0,1244
R_693201231,0.0,Repo,1,R_693201231,1,693201231,,0,1244
R_448111235,0.0,Repo,1,R_448111235,1,448111235,,0,1244
R_571017556,0.0,Repo,1,R_571017556,1,571017556,,0,1244
R_554376586,0.0,Repo,1,R_554376586,1,554376586,,0,1244
R_524240295,0.0,Repo,1,R_524240295,1,524240295,,0,1244
R_233563057,0.0,Repo,1,R_233563057,1,233563057,,0,1244
R_49756018,0.0,Repo,1,R_49756018,1,49756018,,0,1244
R_669267591,0.0,Repo,1,R_669267591,1,669267591,,0,1244
R_414411552,0.0,Repo,1,R_414411552,1,414411552,,0,1244
R_72685026,0.0,Repo,1,R_72685026,1,72685026,,0,1244
R_391153869,1.0,Repo,1,R_391153869,2,391153869,,0,1244
R_34533675,0.007344632768361582,Repo,1,R_34533675,62,34533675,apache/sedona,0,1244
R_584668045,0.0,Repo,1,R_584668045,1,584668045,,0,1244
R_580135126,0.0,Repo,1,R_580135126,1,580135126,,0,1244
R_588622064,0.0,Repo,1,R_588622064,1,588622064,,0,1244
R_396856161,0.006526806526806527,Repo,1,R_396856161,68,396856161,authzed/spicedb,2,855
R_124602093,0.0,Repo,1,R_124602093,1,124602093,,2,855
R_25719147,0.0,Repo,1,R_25719147,1,25719147,,2,855
R_366300218,0.0,Repo,1,R_366300218,1,366300218,,2,855
R_344893038,0.0,Repo,1,R_344893038,1,344893038,,2,855
R_710733215,0.0,Repo,1,R_710733215,1,710733215,,2,855
R_674820364,0.0,Repo,1,R_674820364,1,674820364,,2,855
R_407294153,0.0,Repo,1,R_407294153,1,407294153,,2,855
R_386788697,0.0,Repo,1,R_386788697,1,386788697,,2,855
R_417011402,0.0,Repo,1,R_417011402,1,417011402,,2,855
R_515238162,0.0,Repo,1,R_515238162,1,515238162,,2,855
R_491227630,0.0,Repo,1,R_491227630,1,491227630,,2,855
R_412102330,0.0,Repo,1,R_412102330,1,412102330,,2,855
R_357107303,0.0,Repo,1,R_357107303,1,357107303,,2,855
R_292853702,0.0,Repo,1,R_292853702,1,292853702,,2,855
R_21708754,0.0,Repo,1,R_21708754,1,21708754,,2,855
R_102390943,0.0,Repo,1,R_102390943,1,102390943,,2,855
R_723497381,0.0,Repo,1,R_723497381,1,723497381,,2,855
R_422359641,0.0,Repo,1,R_422359641,1,422359641,,2,855
R_64409189,0.0,Repo,1,R_64409189,1,64409189,,2,855
R_21540759,0.0,Repo,1,R_21540759,2,21540759,,2,855
R_248790367,0.0,Repo,1,R_248790367,1,248790367,,2,855
R_451990498,0.0,Repo,1,R_451990498,1,451990498,,2,855
R_279678961,0.0,Repo,1,R_279678961,1,279678961,,2,855
R_16019737,0.0,Repo,1,R_16019737,1,16019737,,2,855
R_148666822,0.0,Repo,1,R_148666822,1,148666822,,2,855
R_276304668,0.0,Repo,1,R_276304668,1,276304668,,2,855
R_563510952,0.0,Repo,1,R_563510952,1,563510952,,2,855
R_62142665,0.0,Repo,1,R_62142665,1,62142665,,2,855
R_30389634,0.0,Repo,1,R_30389634,1,30389634,,2,855
R_332819751,0.0,Repo,1,R_332819751,1,332819751,,2,855
R_77071454,0.0,Repo,1,R_77071454,1,77071454,,2,855
R_251420886,0.0,Repo,1,R_251420886,1,251420886,,2,855
R_37560288,0.0,Repo,1,R_37560288,1,37560288,,2,855
R_91054480,0.0,Repo,1,R_91054480,1,91054480,,2,855
R_578021174,0.0,Repo,1,R_578021174,1,578021174,,3,647
R_541433150,0.0,Repo,1,R_541433150,1,541433150,,3,647
R_585106802,0.0,Repo,1,R_585106802,1,585106802,,3,647
R_605618915,0.0,Repo,1,R_605618915,1,605618915,,3,647
R_21708091,0.0,Repo,1,R_21708091,1,21708091,,3,647
R_37308208,0.0,Repo,1,R_37308208,1,37308208,,3,647
R_653993822,0.0,Repo,1,R_653993822,1,653993822,,3,647
R_647557800,0.0,Repo,1,R_647557800,1,647557800,,3,647
R_28478401,0.0,Repo,1,R_28478401,1,28478401,,3,647
R_19618350,0.0,Repo,1,R_19618350,1,19618350,,3,647
R_28478420,0.0,Repo,1,R_28478420,1,28478420,,3,647
R_644900953,0.0,Repo,1,R_644900953,1,644900953,,3,647
R_95614931,0.0,Repo,1,R_95614931,60,95614931,manticoresoftware/manticoresearch,16,104
R_6007295,0.0,Repo,1,R_6007295,1,6007295,,16,104
R_10885469,0.0,Repo,1,R_10885469,1,10885469,,16,104
R_119272629,0.0,Repo,1,R_119272629,1,119272629,,16,104
R_56248127,0.0,Repo,1,R_56248127,1,56248127,,16,104
R_722414979,0.0,Repo,1,R_722414979,1,722414979,,16,104
R_9525,0.0,Repo,1,R_9525,1,9525,,16,104
R_329798491,0.0,Repo,1,R_329798491,1,329798491,,16,104
R_612044539,0.0,Repo,1,R_612044539,1,612044539,,16,104
R_644338428,0.0,Repo,1,R_644338428,1,644338428,,16,104
R_532844203,0.0,Repo,1,R_532844203,1,532844203,,16,104
R_645657466,0.0,Repo,1,R_645657466,1,645657466,,16,104
R_25174671,0.0,Repo,1,R_25174671,1,25174671,,16,104
R_611593442,0.0,Repo,1,R_611593442,1,611593442,,16,104
R_343648351,0.0,Repo,1,R_343648351,1,343648351,,16,104
R_634826982,0.0,Repo,1,R_634826982,1,634826982,,16,104
R_411502985,0.0,Repo,1,R_411502985,1,411502985,,16,104
R_293811116,0.0,Repo,1,R_293811116,1,293811116,,16,104
R_532842713,0.0,Repo,1,R_532842713,1,532842713,,16,104
R_605419213,0.0,Repo,1,R_605419213,1,605419213,,16,104
R_611593704,0.0,Repo,1,R_611593704,1,611593704,,16,104
R_594097958,0.0,Repo,1,R_594097958,1,594097958,,16,104
R_61728459,0.0,Repo,1,R_61728459,1,61728459,,16,104
R_1368195,0.0,Repo,1,R_1368195,1,1368195,,16,104
R_118498743,0.0,Repo,1,R_118498743,1,118498743,,16,104
R_434218673,0.0,Repo,1,R_434218673,1,434218673,,16,104
R_74385422,0.0,Repo,1,R_74385422,1,74385422,,16,104
R_74411440,0.0,Repo,1,R_74411440,1,74411440,,16,104
R_87146293,0.0,Repo,1,R_87146293,1,87146293,,16,104
R_87143129,0.0,Repo,1,R_87143129,1,87143129,,16,104
R_627735,0.0,Repo,1,R_627735,1,627735,,16,104
R_578085423,0.0,Repo,1,R_578085423,1,578085423,,16,104
R_18097275,0.0,Repo,1,R_18097275,1,18097275,,16,104
R_688065193,0.0,Repo,1,R_688065193,1,688065193,,16,104
R_694703339,0.0,Repo,1,R_694703339,1,694703339,,16,104
R_359494116,0.0,Repo,1,R_359494116,1,359494116,,16,104
R_22442659,0.0,Repo,1,R_22442659,1,22442659,,16,104
R_366922019,0.0,Repo,1,R_366922019,1,366922019,,16,104
R_359757377,0.0,Repo,1,R_359757377,1,359757377,,16,104
R_153315627,0.0,Repo,1,R_153315627,1,153315627,,16,104
R_39443258,0.0,Repo,1,R_39443258,2,39443258,,16,104
R_416232973,0.0,Repo,1,R_416232973,1,416232973,,16,104
R_416232706,0.0,Repo,1,R_416232706,1,416232706,,16,104
R_19101720,0.0,Repo,1,R_19101720,1,19101720,,16,104
R_51018409,0.0,Repo,1,R_51018409,1,51018409,,16,104
R_626830281,0.0,Repo,1,R_626830281,1,626830281,,16,104
R_364189600,0.0,Repo,1,R_364189600,1,364189600,,16,104
R_396867188,0.009084556254367574,Repo,1,R_396867188,56,396867188,ArcadeData/arcadedb,0,1244
R_5103785,0.0,Repo,1,R_5103785,1,5103785,,0,1244
R_17714713,0.0,Repo,1,R_17714713,2,17714713,,0,1244
R_313091396,0.0,Repo,1,R_313091396,1,313091396,,0,1244
R_191942768,0.0,Repo,1,R_191942768,1,191942768,,0,1244
R_105672026,0.0,Repo,1,R_105672026,1,105672026,,0,1244
R_383530539,0.0,Repo,1,R_383530539,1,383530539,,0,1244
R_463209963,0.0,Repo,1,R_463209963,1,463209963,,0,1244
R_543818184,0.0,Repo,1,R_543818184,1,543818184,,0,1244
R_720603002,0.0,Repo,1,R_720603002,1,720603002,,0,1244
R_7083240,0.17857142857142858,Repo,1,R_7083240,10,7083240,orientechnologies/orientdb,0,1244
R_572737300,0.0,Repo,1,R_572737300,1,572737300,,0,1244
R_593569528,0.0,Repo,1,R_593569528,1,593569528,,0,1244
R_148723815,0.0,Repo,1,R_148723815,1,148723815,,0,1244
R_2394379,0.0,Repo,1,R_2394379,1,2394379,,0,1244
R_402121073,0.0,Repo,1,R_402121073,1,402121073,,0,1244
R_178738123,0.0,Repo,1,R_178738123,1,178738123,,0,1244
R_129883659,0.0,Repo,1,R_129883659,2,129883659,,0,1244
R_179258435,0.0,Repo,1,R_179258435,1,179258435,,22,33
R_1425437,0.0,Repo,1,R_1425437,1,1425437,,22,33
R_31261793,0.0,Repo,1,R_31261793,2,31261793,,22,33
R_26126838,0.0,Repo,1,R_26126838,1,26126838,,22,33
R_11262602,0.0,Repo,1,R_11262602,1,11262602,,22,33
R_218559411,0.0,Repo,1,R_218559411,1,218559411,,22,33
R_22959046,0.0,Repo,1,R_22959046,1,22959046,,22,33
R_23356570,0.0,Repo,1,R_23356570,1,23356570,,22,33
R_212459447,0.0,Repo,1,R_212459447,1,212459447,,22,33
R_69614928,0.0,Repo,1,R_69614928,1,69614928,,22,33
R_509766182,0.0,Repo,1,R_509766182,1,509766182,,22,33
R_3232106,0.0,Repo,1,R_3232106,1,3232106,,22,33
R_255546948,0.0,Repo,1,R_255546948,1,255546948,,22,33
R_556675372,0.0,Repo,1,R_556675372,1,556675372,,22,33
R_247111689,0.0,Repo,1,R_247111689,1,247111689,,22,33
R_24693026,0.0,Repo,1,R_24693026,1,24693026,,22,33
R_45832751,0.0,Repo,1,R_45832751,1,45832751,,22,33
R_95281387,0.0,Repo,1,R_95281387,1,95281387,,22,33
R_135356868,0.0,Repo,1,R_135356868,1,135356868,,22,33
R_1993762,0.0,Repo,1,R_1993762,1,1993762,,22,33
R_178964735,0.0,Repo,1,R_178964735,1,178964735,,22,33
R_85817267,0.0,Repo,1,R_85817267,1,85817267,,22,33
R_418276612,0.0,Repo,1,R_418276612,1,418276612,,22,33
R_209217594,0.0,Repo,1,R_209217594,1,209217594,,22,33
R_444784633,0.0,Repo,1,R_444784633,1,444784633,,22,33
R_8036854,0.0,Repo,1,R_8036854,1,8036854,,22,33
R_12079212,0.0,Repo,1,R_12079212,1,12079212,,22,33
R_31315021,0.0,Repo,1,R_31315021,39,31315021,Kinto/kinto,15,105
R_3072629,0.0,Repo,1,R_3072629,1,3072629,,15,105
R_34351530,0.0,Repo,1,R_34351530,1,34351530,,15,105
R_46122460,0.0,Repo,1,R_46122460,1,46122460,,15,105
R_137814779,0.0,Repo,1,R_137814779,1,137814779,,15,105
R_12550138,0.0,Repo,1,R_12550138,1,12550138,,15,105
R_37489525,0.0,Repo,1,R_37489525,1,37489525,,15,105
R_1020639,0.0,Repo,1,R_1020639,1,1020639,,15,105
R_24000265,0.0,Repo,1,R_24000265,1,24000265,,15,105
R_1372698,0.0,Repo,1,R_1372698,1,1372698,,15,105
R_13655592,0.0,Repo,1,R_13655592,1,13655592,,15,105
R_47711273,0.0,Repo,1,R_47711273,1,47711273,,15,105
R_873328,0.0,Repo,1,R_873328,1,873328,,15,105
R_2601923,0.0,Repo,1,R_2601923,1,2601923,,15,105
R_656493085,0.0,Repo,1,R_656493085,1,656493085,,15,105
R_42155092,0.0,Repo,1,R_42155092,1,42155092,,15,105
R_7895139,0.0,Repo,1,R_7895139,1,7895139,,15,105
R_9993757,0.0,Repo,1,R_9993757,1,9993757,,15,105
R_33146014,0.0,Repo,1,R_33146014,1,33146014,,15,105
R_9051843,0.0,Repo,1,R_9051843,1,9051843,,15,105
R_1915437,0.0,Repo,1,R_1915437,1,1915437,,15,105
R_7444861,0.0,Repo,1,R_7444861,1,7444861,,15,105
R_18891741,0.0,Repo,1,R_18891741,1,18891741,,15,105
R_542714,0.004081632653061225,Repo,1,R_542714,52,542714,ravendb/ravendb,7,178
R_62112810,0.0,Repo,1,R_62112810,1,62112810,,7,178
R_8926444,0.0,Repo,1,R_8926444,1,8926444,,7,178
R_676646151,0.0,Repo,1,R_676646151,1,676646151,,7,178
R_737030210,0.0,Repo,1,R_737030210,1,737030210,,7,178
R_278640104,0.0,Repo,1,R_278640104,1,278640104,,7,178
R_35890081,0.0,Repo,1,R_35890081,1,35890081,,7,178
R_904641,0.0,Repo,1,R_904641,1,904641,,7,178
R_450466230,0.0,Repo,1,R_450466230,1,450466230,,7,178
R_430633055,0.0,Repo,1,R_430633055,1,430633055,,7,178
R_715965633,0.0,Repo,1,R_715965633,1,715965633,,7,178
R_17620347,0.0,Repo,1,R_17620347,1,17620347,,7,178
R_666163354,0.0,Repo,1,R_666163354,1,666163354,,7,178
R_336298167,0.0,Repo,1,R_336298167,1,336298167,,7,178
R_229145432,0.0,Repo,1,R_229145432,1,229145432,,7,178
R_609977280,0.0,Repo,1,R_609977280,1,609977280,,7,178
R_603580711,0.0,Repo,1,R_603580711,1,603580711,,7,178
R_62124667,0.0,Repo,1,R_62124667,1,62124667,,7,178
R_113701924,0.0,Repo,1,R_113701924,1,113701924,,7,178
R_90299507,0.0,Repo,1,R_90299507,2,90299507,,7,178
R_116995448,0.0,Repo,1,R_116995448,2,116995448,,7,178
R_6438280,0.0,Repo,1,R_6438280,1,6438280,,7,178
R_147069330,0.0,Repo,1,R_147069330,1,147069330,,7,178
R_40276274,0.0,Repo,1,R_40276274,1,40276274,,7,178
R_961487,0.0,Repo,1,R_961487,1,961487,,7,178
R_381666251,0.0,Repo,1,R_381666251,1,381666251,,7,178
R_390324364,0.0,Repo,1,R_390324364,1,390324364,,7,178
R_601058002,0.0,Repo,1,R_601058002,1,601058002,,7,178
R_224674233,0.0,Repo,1,R_224674233,1,224674233,,7,178
R_684595721,0.0,Repo,1,R_684595721,1,684595721,,8,171
R_665583256,0.0,Repo,1,R_665583256,1,665583256,,8,171
R_420110427,0.0,Repo,1,R_420110427,1,420110427,,8,171
R_441658598,0.0,Repo,1,R_441658598,1,441658598,,8,171
R_15345331,0.0,Repo,1,R_15345331,2,15345331,,8,171
R_75244322,0.0,Repo,1,R_75244322,1,75244322,,8,171
R_1050944,0.001932367149758454,Repo,1,R_1050944,48,1050944,infinispan/infinispan,0,1244
R_1059430,0.0,Repo,1,R_1059430,1,1059430,,0,1244
R_121554427,0.0,Repo,1,R_121554427,1,121554427,,0,1244
R_83803176,0.0,Repo,1,R_83803176,1,83803176,,0,1244
R_27546391,0.0,Repo,1,R_27546391,1,27546391,,0,1244
R_990281,0.0,Repo,1,R_990281,1,990281,,0,1244
R_22608597,0.0,Repo,1,R_22608597,1,22608597,,0,1244
R_287015918,0.0,Repo,1,R_287015918,1,287015918,,0,1244
R_115191628,0.0,Repo,1,R_115191628,1,115191628,,0,1244
R_26311145,0.0,Repo,1,R_26311145,1,26311145,,0,1244
R_400786610,0.0,Repo,1,R_400786610,1,400786610,,0,1244
R_573788038,0.0,Repo,1,R_573788038,1,573788038,,0,1244
R_237360465,0.0,Repo,1,R_237360465,1,237360465,,0,1244
R_23235250,0.0,Repo,1,R_23235250,1,23235250,,0,1244
R_35699660,0.0,Repo,1,R_35699660,1,35699660,,0,1244
R_3894929,0.0,Repo,1,R_3894929,1,3894929,,0,1244
R_199041238,0.0,Repo,1,R_199041238,1,199041238,,0,1244
R_3626075,0.0,Repo,1,R_3626075,1,3626075,,0,1244
R_198802259,0.0,Repo,1,R_198802259,1,198802259,,0,1244
R_256256737,0.0,Repo,1,R_256256737,1,256256737,,0,1244
R_1539978,0.0,Repo,1,R_1539978,1,1539978,,0,1244
R_15389347,0.0,Repo,1,R_15389347,1,15389347,,0,1244
R_11369509,0.0,Repo,1,R_11369509,1,11369509,,0,1244
R_144987904,0.0,Repo,1,R_144987904,1,144987904,,0,1244
R_252494861,0.0,Repo,1,R_252494861,1,252494861,,0,1244
R_21052744,0.0,Repo,1,R_21052744,1,21052744,,0,1244
R_195088274,0.0,Repo,1,R_195088274,1,195088274,,0,1244
R_46712849,0.0,Repo,1,R_46712849,1,46712849,,0,1244
R_276293034,0.005291005291005291,Repo,1,R_276293034,30,276293034,apache/age,12,122
R_553234221,0.0,Repo,1,R_553234221,1,553234221,,12,122
R_581698190,0.0,Repo,1,R_581698190,1,581698190,,12,122
R_484765387,0.0,Repo,1,R_484765387,1,484765387,,12,122
R_318476701,0.0,Repo,1,R_318476701,1,318476701,,12,122
R_243668393,0.0,Repo,1,R_243668393,1,243668393,,12,122
R_276293992,0.0,Repo,1,R_276293992,1,276293992,,12,122
R_398329217,0.0,Repo,1,R_398329217,1,398329217,,12,122
R_689504627,0.0,Repo,1,R_689504627,1,689504627,,12,122
R_375027048,0.0,Repo,1,R_375027048,1,375027048,,12,122
R_609872448,0.0,Repo,1,R_609872448,1,609872448,,12,122
R_611057711,0.0,Repo,1,R_611057711,1,611057711,,12,122
R_611060844,0.0,Repo,1,R_611060844,1,611060844,,12,122
R_890377,0.0,Repo,1,R_890377,1,890377,,12,122
R_117906003,0.0,Repo,1,R_117906003,1,117906003,,12,122
R_174378326,0.0,Repo,1,R_174378326,1,174378326,,12,122
R_397996130,1.0,Repo,1,R_397996130,2,397996130,,12,122
R_652800084,0.0,Repo,1,R_652800084,1,652800084,,12,122
R_1062897,0.0,Repo,1,R_1062897,1,1062897,,12,122
R_6498492,0.0,Repo,1,R_6498492,1,6498492,,12,122
R_584621292,0.0,Repo,1,R_584621292,1,584621292,,12,122
R_601496278,0.0,Repo,1,R_601496278,1,601496278,,12,122
R_575954792,0.0,Repo,1,R_575954792,1,575954792,,12,122
R_161951219,0.0,Repo,1,R_161951219,1,161951219,,12,122
R_141376301,0.024615384615384615,Repo,1,R_141376301,28,141376301,apache/incubator-hugegraph,8,171
R_137855319,0.0,Repo,1,R_137855319,1,137855319,,8,171
R_144999365,0.0,Repo,1,R_144999365,1,144999365,,8,171
R_641818425,0.0,Repo,1,R_641818425,1,641818425,,8,171
R_623371578,0.0,Repo,1,R_623371578,1,623371578,,8,171
R_296547184,0.0,Repo,1,R_296547184,1,296547184,,8,171
R_574468978,0.0,Repo,1,R_574468978,1,574468978,,8,171
R_136806005,0.0,Repo,1,R_136806005,1,136806005,,8,171
R_26579900,0.0,Repo,1,R_26579900,1,26579900,,8,171
R_66783467,0.0,Repo,1,R_66783467,1,66783467,,8,171
R_81810486,0.0,Repo,1,R_81810486,2,81810486,,8,171
R_488802963,0.0,Repo,1,R_488802963,2,488802963,,8,171
R_139543029,0.0,Repo,1,R_139543029,1,139543029,,8,171
R_423691236,0.0,Repo,1,R_423691236,1,423691236,,8,171
R_99412308,0.0,Repo,1,R_99412308,1,99412308,,8,171
R_697976,0.0,Repo,1,R_697976,1,697976,,8,171
R_139545213,0.0,Repo,1,R_139545213,1,139545213,,8,171
R_660776503,0.004407875404055245,Repo,1,R_660776503,85,660776503,paradedb/paradedb,3,647
R_520058706,0.0,Repo,1,R_520058706,1,520058706,,3,647
R_39265047,0.0,Repo,1,R_39265047,1,39265047,,3,647
R_283046497,0.0,Repo,1,R_283046497,1,283046497,,3,647
R_432844875,0.0,Repo,1,R_432844875,6,432844875,orioledb/orioledb,3,647
R_14243858,0.0,Repo,1,R_14243858,1,14243858,,3,647
R_163853205,0.0,Repo,1,R_163853205,1,163853205,,3,647
R_558211706,0.0,Repo,1,R_558211706,1,558211706,,3,647
R_184734634,0.0,Repo,1,R_184734634,1,184734634,,3,647
R_191937949,0.0,Repo,1,R_191937949,1,191937949,,3,647
R_30951894,0.0,Repo,1,R_30951894,1,30951894,,3,647
R_1458923,0.0,Repo,1,R_1458923,1,1458923,,3,647
R_128693525,0.0,Repo,1,R_128693525,1,128693525,,3,647
R_184955020,0.0,Repo,1,R_184955020,1,184955020,,3,647
R_3535411,0.0,Repo,1,R_3535411,1,3535411,,3,647
R_203267660,0.0,Repo,1,R_203267660,1,203267660,,3,647
R_140053781,0.0,Repo,1,R_140053781,1,140053781,,3,647
R_343668846,0.0,Repo,1,R_343668846,1,343668846,,3,647
R_126914245,0.0,Repo,1,R_126914245,1,126914245,,3,647
R_2112962,0.0,Repo,1,R_2112962,1,2112962,,3,647
R_105712749,0.0,Repo,1,R_105712749,1,105712749,,3,647
R_584503581,0.0,Repo,1,R_584503581,1,584503581,,3,647
R_54445829,0.0,Repo,1,R_54445829,1,54445829,,3,647
R_103706410,0.0,Repo,1,R_103706410,1,103706410,,3,647
R_164789751,0.0,Repo,1,R_164789751,1,164789751,,3,647
R_151846403,0.0,Repo,1,R_151846403,1,151846403,,3,647
R_60106395,0.0,Repo,1,R_60106395,1,60106395,,3,647
R_242754476,0.0,Repo,1,R_242754476,1,242754476,,3,647
R_707276837,0.0,Repo,1,R_707276837,1,707276837,,3,647
R_466440406,0.0,Repo,1,R_466440406,1,466440406,,3,647
R_480239936,0.0,Repo,1,R_480239936,1,480239936,,3,647
R_707282555,0.0,Repo,1,R_707282555,1,707282555,,3,647
R_674014858,0.0,Repo,1,R_674014858,1,674014858,,3,647
R_451686445,0.0,Repo,1,R_451686445,1,451686445,,3,647
R_278745987,0.0,Repo,1,R_278745987,1,278745987,,3,647
R_617774068,0.0,Repo,1,R_617774068,1,617774068,,3,647
R_713558891,0.0,Repo,1,R_713558891,1,713558891,,3,647
R_607441698,0.0033333333333333335,Repo,1,R_607441698,27,607441698,lancedb/lancedb,1,987
R_413873228,0.0,Repo,1,R_413873228,1,413873228,,1,987
R_628729877,0.0,Repo,1,R_628729877,1,628729877,,1,987
R_444867182,0.0,Repo,1,R_444867182,1,444867182,,1,987
R_694565231,0.0,Repo,1,R_694565231,1,694565231,,1,987
R_658219396,0.0,Repo,1,R_658219396,1,658219396,,1,987
R_648737525,0.0,Repo,1,R_648737525,1,648737525,,1,987
R_423712737,0.0,Repo,1,R_423712737,1,423712737,,1,987
R_698767645,0.0,Repo,1,R_698767645,1,698767645,,1,987
R_530655405,0.0,Repo,1,R_530655405,1,530655405,,1,987
R_13524719,0.0,Repo,1,R_13524719,1,13524719,,1,987
R_265902625,0.0,Repo,1,R_265902625,2,265902625,,3,647
R_28738447,0.0,Repo,1,R_28738447,6,28738447,apache/kylin,0,1244
R_91593042,0.0,Repo,1,R_91593042,5,91593042,bloomberg/comdb2,21,35
R_91611782,0.0,Repo,1,R_91611782,1,91611782,,21,35
R_619983228,0.0,Repo,1,R_619983228,1,619983228,,21,35
R_372536760,0.059743954480796585,Repo,1,R_372536760,40,372536760,oceanbase/oceanbase,3,647
R_416144775,0.0,Repo,1,R_416144775,1,416144775,,3,647
R_433738623,0.0,Repo,1,R_433738623,1,433738623,,3,647
R_155941061,0.0,Repo,1,R_155941061,1,155941061,,3,647
R_463144212,0.0,Repo,1,R_463144212,1,463144212,,3,647
R_447154263,0.0,Repo,1,R_447154263,1,447154263,,3,647
R_593066208,0.0,Repo,1,R_593066208,1,593066208,,3,647
R_412357715,0.0,Repo,1,R_412357715,1,412357715,,3,647
R_223268020,0.0,Repo,1,R_223268020,1,223268020,,3,647
R_522386929,0.0,Repo,1,R_522386929,1,522386929,,3,647
R_372536503,0.0,Repo,1,R_372536503,1,372536503,,3,647
R_730106711,0.0,Repo,1,R_730106711,1,730106711,,3,647
R_451415113,0.0,Repo,1,R_451415113,1,451415113,,3,647
R_480080,0.0,Repo,1,R_480080,1,480080,,3,647
R_655973045,0.0,Repo,1,R_655973045,1,655973045,,3,647
R_206417,0.0,Repo,1,R_206417,49,206417,apache/couchdb,20,44
R_15993618,0.0,Repo,1,R_15993618,1,15993618,,20,44
R_6393199,0.0,Repo,1,R_6393199,1,6393199,,20,44
R_15993609,0.0,Repo,1,R_15993609,1,15993609,,20,44
R_87245701,0.0,Repo,1,R_87245701,1,87245701,,20,44
R_15993612,0.0,Repo,1,R_15993612,1,15993612,,20,44
R_5317395,0.0,Repo,1,R_5317395,1,5317395,,20,44
R_39759972,0.0,Repo,1,R_39759972,1,39759972,,20,44
R_729425251,0.0,Repo,1,R_729425251,1,729425251,,20,44
R_285669400,0.0,Repo,1,R_285669400,1,285669400,,20,44
R_15993599,0.0,Repo,1,R_15993599,1,15993599,,20,44
R_15993616,0.0,Repo,1,R_15993616,1,15993616,,20,44
R_680799,0.0,Repo,1,R_680799,1,680799,,20,44
R_15993613,0.0,Repo,1,R_15993613,1,15993613,,20,44
R_38525117,0.0,Repo,1,R_38525117,1,38525117,,20,44
R_606787132,0.0,Repo,1,R_606787132,1,606787132,,20,44
R_214996328,0.0,Repo,1,R_214996328,1,214996328,,20,44
R_12080551,0.0,Repo,1,R_12080551,1,12080551,,20,44
R_1670832,0.0,Repo,1,R_1670832,1,1670832,,20,44
