node,clustering_coefficient,node_type,weight,label,degree,repo_id,repo_name,community_id,community_size
R_16563587,0.0032287822878228783,Repo,1,R_16563587,276,16563587,cockroachdb/cockroach,6,219
R_60553554,0.0,Repo,1,R_60553554,1,60553554,,6,219
R_292888939,0.0,Repo,1,R_292888939,1,292888939,,6,219
R_141339868,0.16666666666666666,Repo,1,R_141339868,4,141339868,,8,171
R_27576132,0.15555555555555556,Repo,1,R_27576132,10,27576132,,2,855
R_27729907,0.06535947712418301,Repo,1,R_27729907,18,27729907,,2,855
R_13310527,0.16363636363636364,Repo,1,R_13310527,11,13310527,,8,171
R_250652185,0.0,Repo,1,R_250652185,1,250652185,,6,219
R_927442,0.09047619047619047,Repo,1,R_927442,23,927442,postgres/postgres,3,647
R_454132203,0.0,Repo,1,R_454132203,1,454132203,,6,219
R_423955808,0.0,Repo,1,R_423955808,1,423955808,,6,219
R_48004987,0.0,Repo,1,R_48004987,1,48004987,,6,219
R_27096595,0.38095238095238093,Repo,1,R_27096595,7,27096595,,2,855
R_302670797,0.0,Repo,1,R_302670797,5,302670797,,10,154
R_521695479,0.0,Repo,1,R_521695479,1,521695479,,6,219
R_571342238,0.6666666666666666,Repo,1,R_571342238,3,571342238,,2,855
R_49441405,0.0,Repo,1,R_49441405,1,49441405,,6,219
R_192925833,0.16666666666666666,Repo,1,R_192925833,4,192925833,,17,99
R_23096959,0.08266129032258064,Repo,1,R_23096959,32,23096959,,2,855
R_190994178,0.0,Repo,1,R_190994178,1,190994178,,6,219
R_2883574,0.0,Repo,1,R_2883574,3,2883574,,14,107
R_9120526,0.09523809523809523,Repo,1,R_9120526,7,9120526,,1,987
R_8514,0.6666666666666666,Repo,1,R_8514,3,8514,,8,171
R_253650720,0.0,Repo,1,R_253650720,1,253650720,,6,219
R_106737290,0.0,Repo,1,R_106737290,1,106737290,,6,219
R_121870635,0.0,Repo,1,R_121870635,1,121870635,,6,219
R_252650176,0.19047619047619047,Repo,1,R_252650176,7,252650176,,1,987
R_7823926,0.11428571428571428,Repo,1,R_7823926,15,7823926,,2,855
R_50538484,0.0,Repo,1,R_50538484,1,50538484,,6,219
R_21440127,0.0,Repo,1,R_21440127,1,21440127,,6,219
R_134603838,0.0,Repo,1,R_134603838,1,134603838,,6,219
R_10320116,0.23809523809523808,Repo,1,R_10320116,7,10320116,,2,855
R_70208775,0.0,Repo,1,R_70208775,1,70208775,,6,219
R_125238132,0.0,Repo,1,R_125238132,1,125238132,,6,219
R_133411492,0.0,Repo,1,R_133411492,1,133411492,,6,219
R_790359,0.0,Repo,1,R_790359,1,790359,,6,219
R_169087223,0.0,Repo,1,R_169087223,1,169087223,,6,219
R_204033634,0.1,Repo,1,R_204033634,5,204033634,,2,855
R_161155314,0.0,Repo,1,R_161155314,1,161155314,,6,219
R_145076038,0.0,Repo,1,R_145076038,1,145076038,,6,219
R_27483832,0.5,Repo,1,R_27483832,4,27483832,,2,855
R_352804165,0.0,Repo,1,R_352804165,1,352804165,,6,219
R_8507859,0.0,Repo,1,R_8507859,3,8507859,,6,219
R_274705319,0.0,Repo,1,R_274705319,1,274705319,,6,219
R_273550906,0.0,Repo,1,R_273550906,1,273550906,,6,219
R_183781681,0.0,Repo,1,R_183781681,1,183781681,,6,219
R_664452562,0.015151515151515152,Repo,1,R_664452562,12,664452562,,0,1244
R_48062626,0.0,Repo,1,R_48062626,1,48062626,,6,219
R_430398283,0.0,Repo,1,R_430398283,1,430398283,,6,219
R_9646845,0.0,Repo,1,R_9646845,1,9646845,,6,219
R_102792138,0.0,Repo,1,R_102792138,1,102792138,,6,219
R_63840208,0.0,Repo,1,R_63840208,1,63840208,,6,219
R_473747677,0.0,Repo,1,R_473747677,1,473747677,,6,219
R_11206255,0.0,Repo,1,R_11206255,1,11206255,,6,219
R_341316058,0.0,Repo,1,R_341316058,1,341316058,,6,219
R_52773157,0.0,Repo,1,R_52773157,1,52773157,,6,219
R_379865325,0.0,Repo,1,R_379865325,1,379865325,,6,219
R_470755469,0.0,Repo,1,R_470755469,1,470755469,,6,219
R_200437066,0.1,Repo,1,R_200437066,5,200437066,,7,178
R_438013940,0.0,Repo,1,R_438013940,1,438013940,,6,219
R_32769228,0.0,Repo,1,R_32769228,1,32769228,,6,219
R_23641816,0.06666666666666667,Repo,1,R_23641816,6,23641816,,3,647
R_42610470,0.0,Repo,1,R_42610470,1,42610470,,6,219
R_218158416,0.0,Repo,1,R_218158416,1,218158416,,6,219
R_598571781,0.0,Repo,1,R_598571781,1,598571781,,6,219
R_594233702,0.0,Repo,1,R_594233702,1,594233702,,6,219
R_132145189,0.3333333333333333,Repo,1,R_132145189,7,132145189,,2,855
R_79954708,1.0,Repo,1,R_79954708,2,79954708,,6,219
R_96004375,0.0,Repo,1,R_96004375,4,96004375,,18,89
R_691576972,0.0,Repo,1,R_691576972,1,691576972,,6,219
R_587943248,0.0,Repo,1,R_587943248,1,587943248,,6,219
R_579303566,0.0,Repo,1,R_579303566,1,579303566,,6,219
R_11125589,0.0,Repo,1,R_11125589,2,11125589,,6,219
R_191461487,0.0,Repo,1,R_191461487,1,191461487,,6,219
R_84596297,0.0,Repo,1,R_84596297,1,84596297,,6,219
R_222960238,0.0,Repo,1,R_222960238,1,222960238,,6,219
R_24385451,0.0,Repo,1,R_24385451,1,24385451,,6,219
R_8397993,1.0,Repo,1,R_8397993,2,8397993,,6,219
R_19608522,0.3333333333333333,Repo,1,R_19608522,6,19608522,,2,855
R_3370128,0.05555555555555555,Repo,1,R_3370128,9,3370128,,0,1244
R_991475,1.0,Repo,1,R_991475,2,991475,,6,219
R_54502204,0.0,Repo,1,R_54502204,1,54502204,,6,219
R_96237042,0.4,Repo,1,R_96237042,5,96237042,,2,855
R_423907006,1.0,Repo,1,R_423907006,2,423907006,,6,219
R_53954979,1.0,Repo,1,R_53954979,2,53954979,,6,219
R_317655208,0.0,Repo,1,R_317655208,1,317655208,,6,219
R_2651432,0.6666666666666666,Repo,1,R_2651432,4,2651432,,6,219
R_275084371,0.0,Repo,1,R_275084371,1,275084371,,6,219
R_4407129,0.06666666666666667,Repo,1,R_4407129,12,4407129,postgis/postgis,6,219
R_385694529,0.0,Repo,1,R_385694529,1,385694529,,6,219
R_294223530,0.0,Repo,1,R_294223530,1,294223530,,6,219
R_294224347,0.0,Repo,1,R_294224347,1,294224347,,6,219
R_249722766,0.0,Repo,1,R_249722766,1,249722766,,6,219
R_593688846,0.0,Repo,1,R_593688846,1,593688846,,6,219
R_493035916,0.0,Repo,1,R_493035916,1,493035916,,6,219
R_645378455,0.0,Repo,1,R_645378455,1,645378455,,6,219
R_248868816,0.0,Repo,1,R_248868816,1,248868816,,6,219
R_4164482,0.0,Repo,1,R_4164482,3,4164482,,6,219
R_102268227,0.0,Repo,1,R_102268227,1,102268227,,6,219
R_408656417,0.0,Repo,1,R_408656417,1,408656417,,6,219
R_642457312,0.0,Repo,1,R_642457312,1,642457312,,6,219
R_187943341,0.16666666666666666,Repo,1,R_187943341,4,187943341,,9,162
R_94883751,0.0,Repo,1,R_94883751,1,94883751,,6,219
R_31228039,0.0,Repo,1,R_31228039,1,31228039,,6,219
R_275647768,0.0,Repo,1,R_275647768,1,275647768,,6,219
R_207618995,0.0,Repo,1,R_207618995,1,207618995,,6,219
R_27729880,0.16363636363636364,Repo,1,R_27729880,11,27729880,,3,647
R_184463891,0.047619047619047616,Repo,1,R_184463891,7,184463891,,2,855
R_187086161,0.26666666666666666,Repo,1,R_187086161,6,187086161,,2,855
R_56550961,0.0,Repo,1,R_56550961,2,56550961,,6,219
R_167666671,0.0,Repo,1,R_167666671,1,167666671,,6,219
R_715798276,0.0,Repo,1,R_715798276,1,715798276,,6,219
R_715728010,0.0,Repo,1,R_715728010,1,715728010,,6,219
R_26289803,0.0,Repo,1,R_26289803,1,26289803,,6,219
R_177727591,0.13333333333333333,Repo,1,R_177727591,6,177727591,,2,855
R_96570421,1.0,Repo,1,R_96570421,2,96570421,,6,219
R_81387692,0.0,Repo,1,R_81387692,1,81387692,,6,219
R_63375710,1.0,Repo,1,R_63375710,2,63375710,,6,219
R_164267980,0.0,Repo,1,R_164267980,1,164267980,,6,219
R_346109201,0.0,Repo,1,R_346109201,1,346109201,,6,219
R_75918965,0.0,Repo,1,R_75918965,1,75918965,,6,219
R_347277349,0.0,Repo,1,R_347277349,2,347277349,,6,219
R_385693693,0.0,Repo,1,R_385693693,1,385693693,,6,219
R_445569784,0.0,Repo,1,R_445569784,1,445569784,,6,219
R_176278485,0.03571428571428571,Repo,1,R_176278485,10,176278485,sqlite/sqlite,13,120
R_50629145,0.0,Repo,1,R_50629145,1,50629145,,6,219
R_271140688,0.0,Repo,1,R_271140688,1,271140688,,6,219
R_94003494,0.0,Repo,1,R_94003494,1,94003494,,6,219
R_91074692,0.3333333333333333,Repo,1,R_91074692,3,91074692,,17,99
R_488299528,0.0,Repo,1,R_488299528,1,488299528,,6,219
R_203259544,0.0,Repo,1,R_203259544,1,203259544,,6,219
R_174522026,0.0,Repo,1,R_174522026,1,174522026,,6,219
R_187694683,0.0,Repo,1,R_187694683,1,187694683,,6,219
R_228868155,0.0,Repo,1,R_228868155,1,228868155,,6,219
R_190416463,0.050724637681159424,Repo,1,R_190416463,24,190416463,,2,855
R_69170505,0.0,Repo,1,R_69170505,1,69170505,,6,219
R_63925755,0.0,Repo,1,R_63925755,1,63925755,,6,219
R_20929025,0.0,Repo,1,R_20929025,4,20929025,,15,105
R_77703394,0.0,Repo,1,R_77703394,1,77703394,,6,219
R_27522271,0.06267806267806268,Repo,1,R_27522271,27,27522271,,2,855
R_45226685,0.3,Repo,1,R_45226685,5,45226685,,2,855
R_192366753,0.0,Repo,1,R_192366753,1,192366753,,6,219
R_172104891,0.0,Repo,1,R_172104891,2,172104891,,6,219
R_55906763,0.0,Repo,1,R_55906763,1,55906763,,6,219
R_178576091,0.5,Repo,1,R_178576091,4,178576091,,2,855
R_480668717,0.0,Repo,1,R_480668717,1,480668717,,6,219
R_261141187,0.0,Repo,1,R_261141187,1,261141187,,6,219
R_560621227,0.0,Repo,1,R_560621227,1,560621227,,6,219
R_121898717,0.0,Repo,1,R_121898717,1,121898717,,6,219
R_43441403,1.0,Repo,1,R_43441403,2,43441403,,6,219
R_394754122,0.0,Repo,1,R_394754122,1,394754122,,6,219
R_242765280,0.0,Repo,1,R_242765280,1,242765280,,6,219
R_111364256,0.0,Repo,1,R_111364256,1,111364256,,6,219
R_159271175,0.0,Repo,1,R_159271175,5,159271175,,0,1244
R_18906266,0.0,Repo,1,R_18906266,2,18906266,,6,219
R_39816691,0.0,Repo,1,R_39816691,1,39816691,,6,219
R_408996775,0.0,Repo,1,R_408996775,1,408996775,,6,219
R_449438333,0.0,Repo,1,R_449438333,1,449438333,,6,219
R_39874513,1.0,Repo,1,R_39874513,2,39874513,,6,219
R_642140097,0.0,Repo,1,R_642140097,1,642140097,,6,219
R_40620773,0.0,Repo,1,R_40620773,1,40620773,,6,219
R_297728481,0.0,Repo,1,R_297728481,1,297728481,,6,219
R_11225014,0.003107888116027823,Repo,1,R_11225014,238,11225014,etcd-io/etcd,2,855
R_90793418,0.0,Repo,1,R_90793418,1,90793418,,6,219
R_156018,0.0035029190992493745,Repo,1,R_156018,113,156018,redis/redis,11,134
R_11208890,0.3333333333333333,Repo,1,R_11208890,3,11208890,,2,855
R_483146498,0.0,Repo,1,R_483146498,1,483146498,,6,219
R_288082909,0.0,Repo,1,R_288082909,1,288082909,,6,219
R_40355094,0.0,Repo,1,R_40355094,1,40355094,,6,219
R_206130163,0.0,Repo,1,R_206130163,1,206130163,,6,219
R_15062869,0.0,Repo,1,R_15062869,1,15062869,,6,219
R_339348284,0.0,Repo,1,R_339348284,1,339348284,,6,219
R_28352089,0.26666666666666666,Repo,1,R_28352089,6,28352089,,2,855
R_9524057,0.3333333333333333,Repo,1,R_9524057,3,9524057,,6,219
R_252604066,0.0,Repo,1,R_252604066,1,252604066,,6,219
R_11481074,0.0,Repo,1,R_11481074,2,11481074,,6,219
R_11031412,0.0,Repo,1,R_11031412,1,11031412,,6,219
R_106698888,0.0,Repo,1,R_106698888,1,106698888,,6,219
R_115316912,0.0,Repo,1,R_115316912,1,115316912,,6,219
R_30383208,0.0,Repo,1,R_30383208,1,30383208,,6,219
R_618492,0.0,Repo,1,R_618492,2,618492,,6,219
R_497022402,0.0,Repo,1,R_497022402,1,497022402,,6,219
R_23727431,0.0,Repo,1,R_23727431,1,23727431,,6,219
R_562557612,0.0,Repo,1,R_562557612,1,562557612,,6,219
R_93948485,0.0,Repo,1,R_93948485,1,93948485,,6,219
R_175910132,0.0,Repo,1,R_175910132,1,175910132,,6,219
R_46998787,0.0,Repo,1,R_46998787,1,46998787,,6,219
R_62895080,0.0,Repo,1,R_62895080,1,62895080,,6,219
R_86103984,0.0,Repo,1,R_86103984,1,86103984,,6,219
R_176172924,0.0,Repo,1,R_176172924,1,176172924,,6,219
R_27522247,0.0,Repo,1,R_27522247,2,27522247,,6,219
R_19953044,0.0,Repo,1,R_19953044,3,19953044,,6,219
R_52736898,0.0,Repo,1,R_52736898,1,52736898,,6,219
R_491653777,0.0,Repo,1,R_491653777,1,491653777,,6,219
R_27929056,0.0,Repo,1,R_27929056,1,27929056,,6,219
R_22938893,0.0,Repo,1,R_22938893,3,22938893,,6,219
R_197176365,0.0,Repo,1,R_197176365,5,197176365,,6,219
R_49111463,0.0,Repo,1,R_49111463,1,49111463,,6,219
R_394028369,1.0,Repo,1,R_394028369,2,394028369,,6,219
R_54173593,0.0,Repo,1,R_54173593,1,54173593,,6,219
R_162864176,0.0,Repo,1,R_162864176,1,162864176,,6,219
R_422379561,0.0,Repo,1,R_422379561,1,422379561,,6,219
R_101107622,0.0,Repo,1,R_101107622,1,101107622,,6,219
R_50565430,0.0,Repo,1,R_50565430,2,50565430,,6,219
R_20580498,0.12727272727272726,Repo,1,R_20580498,11,20580498,,0,1244
R_227460322,0.0,Repo,1,R_227460322,1,227460322,,6,219
R_58707550,0.3,Repo,1,R_58707550,5,58707550,,1,987
R_680247452,0.16666666666666666,Repo,1,R_680247452,4,680247452,,7,178
R_700539288,0.0,Repo,1,R_700539288,1,700539288,,6,219
R_232160635,0.0,Repo,1,R_232160635,1,232160635,,6,219
R_1625986,0.3333333333333333,Repo,1,R_1625986,3,1625986,,0,1244
R_151455245,0.0,Repo,1,R_151455245,1,151455245,,6,219
R_246133980,0.0,Repo,1,R_246133980,1,246133980,,6,219
R_147740437,0.0,Repo,1,R_147740437,1,147740437,,6,219
R_13855476,0.0,Repo,1,R_13855476,2,13855476,,18,89
R_60188025,1.0,Repo,1,R_60188025,2,60188025,,6,219
R_198711527,0.0,Repo,1,R_198711527,1,198711527,,6,219
R_395893003,0.0,Repo,1,R_395893003,1,395893003,,6,219
R_331456036,0.0,Repo,1,R_331456036,1,331456036,,6,219
R_63652864,0.0,Repo,1,R_63652864,1,63652864,,6,219
R_32873313,0.16666666666666666,Repo,1,R_32873313,4,32873313,,13,120
R_422821402,0.0024242424242424242,Repo,1,R_422821402,103,422821402,FerretDB/FerretDB,2,855
R_359952601,0.0989010989010989,Repo,1,R_359952601,14,359952601,,1,987
R_47203045,0.0,Repo,1,R_47203045,1,47203045,,6,219
R_247587757,0.0,Repo,1,R_247587757,1,247587757,,6,219
R_6247705,0.17777777777777778,Repo,1,R_6247705,10,6247705,,2,855
R_44733039,0.0,Repo,1,R_44733039,1,44733039,,6,219
R_8385515,0.0,Repo,1,R_8385515,1,8385515,,6,219
R_374846113,0.0,Repo,1,R_374846113,1,374846113,,6,219
R_210909024,0.0,Repo,1,R_210909024,1,210909024,,6,219
R_242581770,0.0,Repo,1,R_242581770,1,242581770,,6,219
R_9433979,0.0,Repo,1,R_9433979,2,9433979,,7,178
R_191655189,0.0,Repo,1,R_191655189,1,191655189,,6,219
R_51905353,0.12698412698412698,Repo,1,R_51905353,28,51905353,,1,987
R_479517597,0.0,Repo,1,R_479517597,1,479517597,,6,219
R_193929371,0.0,Repo,1,R_193929371,1,193929371,,6,219
R_112655189,1.0,Repo,1,R_112655189,2,112655189,,6,219
R_3698588,0.2,Repo,1,R_3698588,5,3698588,,2,855
R_60805080,0.0,Repo,1,R_60805080,1,60805080,,6,219
R_274116286,0.0,Repo,1,R_274116286,1,274116286,,6,219
R_33881440,0.0,Repo,1,R_33881440,1,33881440,,6,219
R_518574859,0.0,Repo,1,R_518574859,2,518574859,,6,219
R_80430781,0.0,Repo,1,R_80430781,1,80430781,,6,219
R_162484658,0.0,Repo,1,R_162484658,1,162484658,,6,219
R_158403775,0.0,Repo,1,R_158403775,1,158403775,,6,219
R_27522295,0.0641025641025641,Repo,1,R_27522295,13,27522295,,2,855
R_162725910,0.0,Repo,1,R_162725910,1,162725910,,6,219
R_22479136,0.0,Repo,1,R_22479136,1,22479136,,6,219
R_439055966,0.0,Repo,1,R_439055966,1,439055966,,6,219
R_79371642,0.0,Repo,1,R_79371642,1,79371642,,6,219
R_45446294,0.6666666666666666,Repo,1,R_45446294,3,45446294,,2,855
R_4192593,0.0,Repo,1,R_4192593,1,4192593,,6,219
R_32238354,0.0,Repo,1,R_32238354,2,32238354,,10,154
R_76986795,0.0,Repo,1,R_76986795,1,76986795,,6,219
R_65798922,0.0,Repo,1,R_65798922,1,65798922,,6,219
R_135798749,0.0,Repo,1,R_135798749,1,135798749,,6,219
R_147963112,0.0,Repo,1,R_147963112,2,147963112,,6,219
R_66403568,0.0,Repo,1,R_66403568,1,66403568,,6,219
R_368565094,0.0,Repo,1,R_368565094,1,368565094,,6,219
R_2325298,0.21428571428571427,Repo,1,R_2325298,8,2325298,,3,647
R_438391791,0.0,Repo,1,R_438391791,1,438391791,,6,219
R_46598496,0.0,Repo,1,R_46598496,1,46598496,,6,219
R_20675635,0.32727272727272727,Repo,1,R_20675635,11,20675635,,0,1244
R_313731577,0.0,Repo,1,R_313731577,1,313731577,,6,219
R_41986369,0.008141762452107279,Repo,1,R_41986369,148,41986369,pingcap/tidb,2,855
R_53311716,0.3333333333333333,Repo,1,R_53311716,3,53311716,,2,855
R_304537599,1.0,Repo,1,R_304537599,2,304537599,,2,855
R_159907380,1.0,Repo,1,R_159907380,2,159907380,,2,855
R_218006898,0.0,Repo,1,R_218006898,1,218006898,,2,855
R_339993533,0.0,Repo,1,R_339993533,1,339993533,,2,855
R_23357588,0.0761904761904762,Repo,1,R_23357588,21,23357588,,0,1244
R_6503675,0.3333333333333333,Repo,1,R_6503675,3,6503675,,2,855
R_46394186,0.0,Repo,1,R_46394186,2,46394186,,2,855
R_18765044,0.3,Repo,1,R_18765044,5,18765044,,2,855
R_27146054,0.13333333333333333,Repo,1,R_27146054,6,27146054,,2,855
R_27522282,0.0641025641025641,Repo,1,R_27522282,13,27522282,,2,855
R_167499157,0.3333333333333333,Repo,1,R_167499157,3,167499157,,3,647
R_72486161,0.0,Repo,1,R_72486161,1,72486161,,2,855
R_167926123,0.0,Repo,1,R_167926123,1,167926123,,2,855
R_673545053,0.0,Repo,1,R_673545053,1,673545053,,2,855
R_48833910,0.01851106639839034,Repo,1,R_48833910,74,48833910,tikv/tikv,1,987
R_677206856,0.0,Repo,1,R_677206856,1,677206856,,2,855
R_542413372,0.0,Repo,1,R_542413372,1,542413372,,2,855
R_422455952,0.0,Repo,1,R_422455952,1,422455952,,2,855
R_63995402,1.0,Repo,1,R_63995402,2,63995402,,2,855
R_201455508,1.0,Repo,1,R_201455508,2,201455508,,2,855
R_53628424,1.0,Repo,1,R_53628424,2,53628424,,2,855
R_249188235,0.0,Repo,1,R_249188235,1,249188235,,2,855
R_136926865,0.0,Repo,1,R_136926865,1,136926865,,2,855
R_377755619,0.0,Repo,1,R_377755619,1,377755619,,2,855
R_143867478,1.0,Repo,1,R_143867478,2,143867478,,2,855
R_24494032,0.047619047619047616,Repo,1,R_24494032,23,24494032,mysql/mysql-server,3,647
R_694825173,0.0,Repo,1,R_694825173,1,694825173,,2,855
R_37510432,0.0,Repo,1,R_37510432,1,37510432,,2,855
R_6838921,0.006656047331892138,Repo,1,R_6838921,193,6838921,prometheus/prometheus,2,855
R_100982449,0.0,Repo,1,R_100982449,1,100982449,,2,855
R_39468142,0.19047619047619047,Repo,1,R_39468142,7,39468142,,2,855
R_64188788,0.0,Repo,1,R_64188788,1,64188788,,2,855
R_226354201,0.0,Repo,1,R_226354201,1,226354201,,2,855
R_111641659,0.0,Repo,1,R_111641659,1,111641659,,2,855
R_145156191,1.0,Repo,1,R_145156191,2,145156191,,2,855
R_204888772,0.0,Repo,1,R_204888772,1,204888772,,2,855
R_351353365,0.0,Repo,1,R_351353365,1,351353365,,2,855
R_52034309,0.06666666666666667,Repo,1,R_52034309,6,52034309,,2,855
R_27522241,0.04678362573099415,Repo,1,R_27522241,19,27522241,,2,855
R_153882884,0.0,Repo,1,R_153882884,1,153882884,,2,855
R_177210627,0.0,Repo,1,R_177210627,4,177210627,,12,122
R_215231163,0.0,Repo,1,R_215231163,1,215231163,,2,855
R_679647890,0.0,Repo,1,R_679647890,1,679647890,,2,855
R_415771369,0.0,Repo,1,R_415771369,1,415771369,,2,855
R_63809205,0.0,Repo,1,R_63809205,7,63809205,,1,987
R_20773773,0.0,Repo,1,R_20773773,2,20773773,,7,178
R_69400326,0.0,Repo,1,R_69400326,1,69400326,,2,855
R_315538318,1.0,Repo,1,R_315538318,2,315538318,,2,855
R_305581149,0.0,Repo,1,R_305581149,1,305581149,,2,855
R_4569051,0.0,Repo,1,R_4569051,1,4569051,,2,855
R_587622851,0.0,Repo,1,R_587622851,1,587622851,,2,855
R_287193461,0.0,Repo,1,R_287193461,1,287193461,,2,855
R_53292445,1.0,Repo,1,R_53292445,2,53292445,,2,855
R_63065396,0.0,Repo,1,R_63065396,1,63065396,,2,855
R_86749899,0.0,Repo,1,R_86749899,1,86749899,,2,855
R_230847070,0.0,Repo,1,R_230847070,1,230847070,,2,855
R_241903378,0.0,Repo,1,R_241903378,1,241903378,,2,855
R_406999479,0.0,Repo,1,R_406999479,1,406999479,,2,855
R_31806094,0.0,Repo,1,R_31806094,1,31806094,,2,855
R_41632796,0.0,Repo,1,R_41632796,2,41632796,,2,855
R_511745739,0.0,Repo,1,R_511745739,1,511745739,,2,855
R_7083242,0.0,Repo,1,R_7083242,4,7083242,,2,855
R_133238084,0.0,Repo,1,R_133238084,1,133238084,,2,855
R_41986662,0.0,Repo,1,R_41986662,1,41986662,,2,855
R_669168604,0.0,Repo,1,R_669168604,1,669168604,,2,855
R_157008425,0.0,Repo,1,R_157008425,1,157008425,,2,855
R_165957180,0.0,Repo,1,R_165957180,1,165957180,,2,855
R_363920445,0.0,Repo,1,R_363920445,1,363920445,,2,855
R_362529558,0.0,Repo,1,R_362529558,1,362529558,,2,855
R_183365721,0.0,Repo,1,R_183365721,1,183365721,,2,855
R_67385952,0.0,Repo,1,R_67385952,1,67385952,,2,855
R_54172699,0.0,Repo,1,R_54172699,1,54172699,,2,855
R_64638071,0.0,Repo,1,R_64638071,1,64638071,,2,855
R_194829679,0.0,Repo,1,R_194829679,1,194829679,,2,855
R_206444,0.03759398496240601,Repo,1,R_206444,61,206444,apache/hive,0,1244
R_186022916,0.0,Repo,1,R_186022916,3,186022916,,2,855
R_118105436,1.0,Repo,1,R_118105436,2,118105436,,2,855
R_57333709,0.0,Repo,1,R_57333709,2,57333709,,2,855
R_88956492,1.0,Repo,1,R_88956492,2,88956492,,2,855
R_393094567,0.0,Repo,1,R_393094567,1,393094567,,2,855
R_144092408,0.0,Repo,1,R_144092408,1,144092408,,2,855
R_63082527,0.0,Repo,1,R_63082527,1,63082527,,2,855
R_55185530,0.0,Repo,1,R_55185530,3,55185530,,16,104
R_150954997,0.01167924797037459,Repo,1,R_150954997,122,150954997,VictoriaMetrics/VictoriaMetrics,2,855
R_445431783,0.0,Repo,1,R_445431783,1,445431783,,2,855
R_398164186,1.0,Repo,1,R_398164186,2,398164186,,2,855
R_727547054,0.0,Repo,1,R_727547054,1,727547054,,2,855
R_729031460,0.0,Repo,1,R_729031460,1,729031460,,2,855
R_635979215,0.0,Repo,1,R_635979215,2,635979215,,2,855
R_653525888,0.0,Repo,1,R_653525888,1,653525888,,2,855
R_157310998,1.0,Repo,1,R_157310998,2,157310998,,8,171
R_47409672,0.0,Repo,1,R_47409672,1,47409672,,2,855
R_40395126,0.0,Repo,1,R_40395126,2,40395126,,17,99
R_54378638,0.0,Repo,1,R_54378638,1,54378638,,2,855
R_155136567,0.0,Repo,1,R_155136567,1,155136567,,2,855
R_167317243,0.0,Repo,1,R_167317243,1,167317243,,2,855
R_109330128,1.0,Repo,1,R_109330128,2,109330128,,2,855
R_90336564,0.0,Repo,1,R_90336564,1,90336564,,2,855
R_583248438,0.0,Repo,1,R_583248438,1,583248438,,2,855
R_170366344,0.3333333333333333,Repo,1,R_170366344,3,170366344,,2,855
R_110772190,0.0,Repo,1,R_110772190,1,110772190,,2,855
R_443730909,0.0,Repo,1,R_443730909,1,443730909,,2,855
R_59526988,0.0,Repo,1,R_59526988,2,59526988,,2,855
R_73823302,0.0,Repo,1,R_73823302,1,73823302,,2,855
R_37326770,0.17857142857142858,Repo,1,R_37326770,8,37326770,,2,855
R_31792824,0.1111111111111111,Repo,1,R_31792824,10,31792824,,8,171
R_370644553,0.0,Repo,1,R_370644553,1,370644553,,2,855
R_242202166,0.10714285714285714,Repo,1,R_242202166,8,242202166,,2,855
R_557075997,0.0,Repo,1,R_557075997,1,557075997,,2,855
R_45516769,0.0,Repo,1,R_45516769,1,45516769,,2,855
R_65214191,0.0,Repo,1,R_65214191,2,65214191,,3,647
R_554147910,0.0,Repo,1,R_554147910,1,554147910,,2,855
R_317755107,0.0,Repo,1,R_317755107,1,317755107,,2,855
R_3678731,0.022222222222222223,Repo,1,R_3678731,10,3678731,,2,855
R_151760169,0.0,Repo,1,R_151760169,1,151760169,,2,855
R_6934395,0.020046620046620046,Repo,1,R_6934395,69,6934395,facebook/rocksdb,8,171
R_476548123,0.0,Repo,1,R_476548123,1,476548123,,2,855
R_67006105,0.0,Repo,1,R_67006105,3,67006105,,4,273
R_26290249,0.0,Repo,1,R_26290249,1,26290249,,2,855
R_334274271,0.0016393093610951438,Repo,1,R_334274271,311,334274271,opensearch-project/OpenSearch,4,273
R_341631350,0.008734602463605823,Repo,1,R_341631350,100,341631350,apache/lucene,7,178
R_375543829,0.0,Repo,1,R_375543829,1,375543829,,4,273
R_148253885,0.0,Repo,1,R_148253885,1,148253885,,4,273
R_340449391,0.0,Repo,1,R_340449391,1,340449391,,4,273
R_487074429,0.0,Repo,1,R_487074429,1,487074429,,4,273
R_168736310,0.0,Repo,1,R_168736310,1,168736310,,4,273
R_66030306,0.0,Repo,1,R_66030306,2,66030306,,4,273
R_16287235,0.0,Repo,1,R_16287235,1,16287235,,4,273
R_32538871,0.1111111111111111,Repo,1,R_32538871,9,32538871,,0,1244
R_2928948,0.4,Repo,1,R_2928948,5,2928948,,0,1244
R_2544305,0.047619047619047616,Repo,1,R_2544305,7,2544305,,0,1244
R_68291529,0.0,Repo,1,R_68291529,1,68291529,,4,273
R_203461509,1.0,Repo,1,R_203461509,2,203461509,,4,273
R_335342,0.5,Repo,1,R_335342,4,335342,,0,1244
R_1680733,0.0,Repo,1,R_1680733,5,1680733,,0,1244
R_354090893,0.3333333333333333,Repo,1,R_354090893,3,354090893,,9,162
R_541611463,0.0,Repo,1,R_541611463,1,541611463,,4,273
R_364003912,0.0,Repo,1,R_364003912,1,364003912,,4,273
R_540262346,0.0,Repo,1,R_540262346,1,540262346,,4,273
R_355032495,0.0,Repo,1,R_355032495,1,355032495,,4,273
R_506746332,0.0,Repo,1,R_506746332,1,506746332,,4,273
