repo_id,repo_name,self_ref_ratio,repo_name_used,i_pr_rec_cnt,repo_created_at,category_label,project_age_years,external_ref_ratio
25780780,AlaSQL/alasql,0.0394982200372944,AlaSQL/alasql,871,2014-10-26T16:30:37Z,Relational,9.177275838466803,0.9605017799627056
25780780,AlaSQL/alasql,0.0394982200372944,AlaSQL/alasql,871,2014-10-26T16:30:37Z,Document,9.177275838466803,0.9605017799627056
511030127,ceramicstudio/js-composedb,0.6180422264875239,ceramicstudio/js-composedb,844,2022-07-06T07:15:37Z,Graph,1.483915126625599,0.38195777351247606
5683653,apache/drill,0.3571428571428571,apache/drill,794,2012-09-05T07:00:26Z,Document,11.315537303216974,0.6428571428571429
5683653,apache/drill,0.3571428571428571,apache/drill,794,2012-09-05T07:00:26Z,Wide column,11.315537303216974,0.6428571428571429
4604367,sirixdb/sirix,0.3086770981507823,sirixdb/sirix,750,2012-06-09T02:22:14Z,Document,11.5564681724846,0.6913229018492177
207663235,cmu-db/bustub,0.3112426035502958,cmu-db/bustub,689,2019-09-10T21:06:59Z,Relational,4.303901437371663,0.6887573964497042
23013460,lsst/qserv,0.7,lsst/qserv,677,2014-08-16T07:50:36Z,Relational,9.371663244353183,0.30000000000000004
39519916,percona/percona-server-mongodb,0.7745415318230853,percona/percona-server-mongodb,627,2015-07-22T17:25:26Z,Document,8.44079397672827,0.22545846817691473
17224514,ehcache/ehcache3,0.5459770114942529,ehcache/ehcache3,621,2014-02-26T20:39:16Z,Key-value,9.839835728952773,0.45402298850574707
31315021,Kinto/kinto,0.1818925552222525,Kinto/kinto,606,2015-02-25T13:34:23Z,Document,8.843258042436688,0.8181074447777474
432844875,orioledb/orioledb,0.8760429082240763,orioledb/orioledb,600,2021-11-28T22:57:49Z,Relational,2.086242299794661,0.12395709177592373
432844875,orioledb/orioledb,0.8760429082240763,orioledb/orioledb,600,2021-11-28T22:57:49Z,Object Oriented,2.086242299794661,0.12395709177592373
606433492,chdb-io/chdb,0.3378378378378378,chdb-io/chdb,591,2023-02-25T13:35:14Z,Relational,0.8432580424366872,0.6621621621621623
3788366,openlink/virtuoso-opensource,0.3189823874755381,openlink/virtuoso-opensource,586,2012-03-21T16:00:39Z,Document,11.775496235455167,0.6810176125244619
344711168,IceFireDB/IceFireDB,0.1533333333333333,IceFireDB/IceFireDB,568,2021-03-05T06:03:29Z,Key-value,2.8199863107460645,0.8466666666666667
551374215,cozodb/cozo,0.4984126984126984,cozodb/cozo,493,2022-10-14T09:28:11Z,Relational,1.2101300479123889,0.5015873015873016
393235957,risinglightdb/risinglight,0.1535483870967741,risinglightdb/risinglight,483,2021-08-06T03:26:03Z,Relational,2.3983572895277208,0.8464516129032259
28738447,apache/kylin,0.0112517580872011,apache/kylin,476,2015-01-03T08:00:05Z,Key-value,8.988364134154688,0.9887482419127989
28738447,apache/kylin,0.0112517580872011,apache/kylin,476,2015-01-03T08:00:05Z,Relational,8.988364134154688,0.9887482419127989
91715647,gnocchixyz/gnocchi,0.5007496251874063,gnocchixyz/gnocchi,475,2017-05-18T16:32:52Z,Relational,6.617385352498289,0.4992503748125937
125234630,danielealbano/cachegrand,0.2561078348778433,danielealbano/cachegrand,472,2018-03-14T15:33:02Z,Key-value,5.796030116358659,0.7438921651221567
7502247,lealone/Lealone,0.7,lealone/Lealone,451,2013-01-08T13:57:08Z,Relational,10.973305954825461,0.30000000000000004
664816265,scratchdata/ScratchDB,0.8333333333333334,scratchdata/ScratchDB,448,2023-07-10T20:15:01Z,Document,0.4736481861738535,0.16666666666666663
316690542,MonetDB/MonetDB,0.3423076923076923,MonetDB/MonetDB,438,2020-11-28T08:35:36Z,Relational,3.0855578370978782,0.6576923076923077
316690542,MonetDB/MonetDB,0.3423076923076923,MonetDB/MonetDB,438,2020-11-28T08:35:36Z,Wide column,3.0855578370978782,0.6576923076923077
92329433,canonical/dqlite,0.1305309734513274,canonical/dqlite,436,2017-05-24T19:35:52Z,Relational,6.6009582477754964,0.8694690265486726
79901405,objectbox/objectbox-java,0.375438596491228,objectbox/objectbox-java,430,2017-01-24T10:29:48Z,Object Oriented,6.929500342231348,0.624561403508772
61153677,m3db/m3,0.5615062761506276,m3db/m3,420,2016-06-14T20:29:45Z,Relational,7.542778918548939,0.43849372384937235
61153677,m3db/m3,0.5615062761506276,m3db/m3,420,2016-06-14T20:29:45Z,Time Series,7.542778918548939,0.43849372384937235
7083240,orientechnologies/orientdb,0.6246851385390428,orientechnologies/orientdb,407,2012-12-09T20:33:47Z,Key-value,11.055441478439425,0.37531486146095716
7083240,orientechnologies/orientdb,0.6246851385390428,orientechnologies/orientdb,407,2012-12-09T20:33:47Z,Document,11.055441478439425,0.37531486146095716
7083240,orientechnologies/orientdb,0.6246851385390428,orientechnologies/orientdb,407,2012-12-09T20:33:47Z,Object Oriented,11.055441478439425,0.37531486146095716
7083240,orientechnologies/orientdb,0.6246851385390428,orientechnologies/orientdb,407,2012-12-09T20:33:47Z,Graph,11.055441478439425,0.37531486146095716
24494032,mysql/mysql-server,0.1232558139534883,mysql/mysql-server,404,2014-09-26T09:31:03Z,Relational,9.259411362080767,0.8767441860465117
664133375,epsilla-cloud/vectordb,0.7938931297709924,epsilla-cloud/vectordb,386,2023-07-09T02:28:31Z,Array,0.47638603696098564,0.20610687022900764
195895847,hivedb/hive,0.2311827956989247,hivedb/hive,382,2019-07-08T22:47:01Z,Key-value,4.479123887748118,0.7688172043010753
23315232,mbdavid/LiteDB,0.390625,mbdavid/LiteDB,369,2014-08-25T13:49:30Z,Document,9.347022587268993,0.609375
143253020,microsoft/FASTER,0.547887323943662,microsoft/FASTER,357,2018-08-02T06:38:41Z,Key-value,5.409993155373032,0.452112676056338
441299511,reductstore/reductstore,0.8657534246575342,reductstore/reductstore,339,2021-12-23T21:27:52Z,Key-value,2.0177960301163584,0.13424657534246576
441299511,reductstore/reductstore,0.8657534246575342,reductstore/reductstore,339,2021-12-23T21:27:52Z,Time Series,2.0177960301163584,0.13424657534246576
1374129,BaseXdb/basex,0.4607508532423208,BaseXdb/basex,337,2011-02-16T15:02:14Z,Document,12.867898699520875,0.5392491467576792
1374129,BaseXdb/basex,0.4607508532423208,BaseXdb/basex,337,2011-02-16T15:02:14Z,Native XML,12.867898699520875,0.5392491467576792
259542436,LineairDB/LineairDB,0.338403041825095,LineairDB/LineairDB,310,2020-04-28T05:41:20Z,Key-value,3.671457905544148,0.661596958174905
45732002,jnidzwetzki/bboxdb,0.1065502183406113,jnidzwetzki/bboxdb,303,2015-11-07T10:28:59Z,Array,8.145106091718,0.8934497816593887
223462217,resilientdb/resilientdb,0.97196261682243,resilientdb/resilientdb,302,2019-11-22T18:28:12Z,Document,4.1040383299110195,0.028037383177569986
108110,mongodb/mongo,0.5587991718426502,mongodb/mongo,300,2009-01-15T16:15:18Z,Document,14.954140999315538,0.44120082815734984
266515876,armink/FlashDB,0.4097222222222222,armink/FlashDB,298,2020-05-24T10:15:56Z,Key-value,3.600273785078713,0.5902777777777778
4407129,postgis/postgis,0.0335530257639304,postgis/postgis,292,2012-05-22T13:31:25Z,Spatial,11.605749486652977,0.9664469742360696
606125384,paypal/junodb,0.5041666666666667,paypal/junodb,287,2023-02-24T16:52:02Z,Key-value,0.8459958932238193,0.49583333333333335
298920362,oracle/nosql-java-sdk,0.6136363636363636,oracle/nosql-java-sdk,285,2020-09-27T00:05:54Z,Key-value,3.2553045859000687,0.38636363636363635
298920362,oracle/nosql-java-sdk,0.6136363636363636,oracle/nosql-java-sdk,285,2020-09-27T00:05:54Z,Document,3.2553045859000687,0.38636363636363635
22475123,amark/gun,0.1826923076923076,amark/gun,282,2014-07-31T15:52:10Z,Graph,9.415468856947296,0.8173076923076924
270858421,juji-io/datalevin,0.6214285714285714,juji-io/datalevin,275,2020-06-08T23:53:52Z,Document,3.5592060232717317,0.37857142857142856
454981666,streamnative/oxia,0.3954154727793696,streamnative/oxia,269,2022-02-03T00:28:48Z,Key-value,1.9028062970568105,0.6045845272206304
443220240,tinyplex/tinybase,0.0942028985507246,tinyplex/tinybase,241,2021-12-31T01:06:00Z,Relational,1.995893223819302,0.9057971014492754
55072677,semi-technologies/weaviate,0.1302876480541455,semi-technologies/weaviate,239,2016-03-30T15:03:17Z,Vector,7.750855578370979,0.8697123519458545
453191009,ostafen/clover,0.1566265060240964,ostafen/clover,218,2022-01-28T19:25:23Z,Document,1.919233401779603,0.8433734939759037
16189524,OpenNMS/newts,0.1509146341463414,OpenNMS/newts,200,2014-01-23T23:39:27Z,Time Series,9.932922655715263,0.8490853658536586
19271154,JetBrains/xodus,0.7441860465116279,JetBrains/xodus,199,2014-04-29T09:36:04Z,Document,9.670088980150581,0.2558139534883721
574694308,RhizomeDB/rs-rhizome,0.5,RhizomeDB/rs-rhizome,198,2022-12-05T21:55:16Z,Relational,1.0677618069815196,0.5
23405758,google/leveldb,0.4328358208955223,google/leveldb,187,2014-08-27T21:17:52Z,Key-value,9.34154688569473,0.5671641791044777
496505424,apache/incubator-horaedb,0.6086956521739131,apache/incubator-horaedb,184,2022-05-26T06:22:14Z,Relational,1.596167008898015,0.3913043478260869
21985130,OpenHFT/Chronicle-Map,0.0902325581395348,OpenHFT/Chronicle-Map,181,2014-07-18T15:33:57Z,Key-value,9.451060917180014,0.9097674418604652
6452529,rethinkdb/rethinkdb,0.4039735099337748,rethinkdb/rethinkdb,178,2012-10-30T05:37:47Z,Document,11.16495550992471,0.5960264900662252
90541149,heavyai/heavydb,0.0881057268722467,heavyai/heavydb,174,2017-05-07T15:07:56Z,Relational,6.647501711156742,0.9118942731277533
206686299,rayokota/kareldb,0.2245283018867924,rayokota/kareldb,173,2019-09-06T01:17:24Z,Relational,4.314852840520191,0.7754716981132076
166387176,polypheny/Polypheny-DB,0.8181818181818182,polypheny/Polypheny-DB,170,2019-01-18T10:24:15Z,Relational,4.947296372347707,0.18181818181818177
166387176,polypheny/Polypheny-DB,0.8181818181818182,polypheny/Polypheny-DB,170,2019-01-18T10:24:15Z,Document,4.947296372347707,0.18181818181818177
166387176,polypheny/Polypheny-DB,0.8181818181818182,polypheny/Polypheny-DB,170,2019-01-18T10:24:15Z,Graph,4.947296372347707,0.18181818181818177
642912355,awa-ai/awadb,0.978021978021978,awa-ai/awadb,170,2023-05-19T16:22:02Z,Document,0.6160164271047228,0.02197802197802201
642912355,awa-ai/awadb,0.978021978021978,awa-ai/awadb,170,2023-05-19T16:22:02Z,Vector,0.6160164271047228,0.02197802197802201
186332888,vearch/vearch,0.5969387755102041,vearch/vearch,168,2019-05-13T02:37:31Z,Document,4.632443531827516,0.40306122448979587
186332888,vearch/vearch,0.5969387755102041,vearch/vearch,168,2019-05-13T02:37:31Z,Vector,4.632443531827516,0.40306122448979587
349627612,khonsulabs/bonsaidb,0.6260869565217392,khonsulabs/bonsaidb,164,2021-03-20T04:35:24Z,Key-value,2.7789185489390826,0.3739130434782608
387622288,elliotchance/vsql,0.8333333333333334,elliotchance/vsql,162,2021-07-19T23:55:45Z,Relational,2.4476386036960984,0.16666666666666663
791522,basho/riak_kv,0.5634920634920635,basho/riak_kv,159,2010-07-22T17:27:35Z,Key-value,13.440109514031485,0.4365079365079365
3766330,pentaho/mondrian,0.0682819383259911,pentaho/mondrian,145,2012-03-19T17:03:39Z,Relational,11.780971937029431,0.931718061674009
49401416,spacejam/sled,0.52,spacejam/sled,145,2016-01-11T04:11:30Z,Key-value,7.967145790554415,0.48
73235061,rayokota/hgraphdb,0.1949367088607595,rayokota/hgraphdb,144,2016-11-08T23:05:08Z,Graph,7.14031485284052,0.8050632911392405
4254338,graphite-project/graphite-web,0.470873786407767,graphite-project/graphite-web,143,2012-05-07T21:30:55Z,Time Series,11.646817248459959,0.529126213592233
606800919,firstbatchxyz/hollowdb,0.7068965517241379,firstbatchxyz/hollowdb,142,2023-02-26T15:57:33Z,Key-value,0.840520191649555,0.2931034482758621
138411034,genjidb/genji,0.3773584905660377,genjidb/genji,135,2018-06-23T15:12:03Z,Document,5.519507186858316,0.6226415094339623
137869753,appy-one/acebase,0.4447852760736196,appy-one/acebase,134,2018-06-19T09:28:07Z,Document,5.530458590006845,0.5552147239263804
927442,postgres/postgres,0.0307047360072513,postgres/postgres,134,2010-09-21T11:35:45Z,Relational,13.273100616016427,0.9692952639927487
927442,postgres/postgres,0.0307047360072513,postgres/postgres,134,2010-09-21T11:35:45Z,Object Oriented,13.273100616016427,0.9692952639927487
276042304,skytable/skytable,0.2,skytable/skytable,134,2020-06-30T08:31:09Z,Key-value,3.4989733059548254,0.8
639434928,cfu288/SylvieJS,0.4144927536231884,cfu288/SylvieJS,132,2023-05-11T13:21:42Z,Document,0.6379192334017796,0.5855072463768116
9074548,orbisgis/h2gis,0.6021505376344086,orbisgis/h2gis,128,2013-03-28T10:12:05Z,Spatial,10.757015742642025,0.3978494623655914
321853986,Tencent/Tendis,0.3829787234042553,Tencent/Tendis,124,2020-12-16T03:12:23Z,Key-value,3.0362765229295,0.6170212765957447
865412,OpenTSDB/opentsdb,0.3625,OpenTSDB/opentsdb,122,2010-08-27T02:05:20Z,Key-value,13.34154688569473,0.6375
865412,OpenTSDB/opentsdb,0.3625,OpenTSDB/opentsdb,122,2010-08-27T02:05:20Z,Time Series,13.34154688569473,0.6375
18351848,typicode/lowdb,0.4583333333333333,typicode/lowdb,120,2014-04-02T02:16:06Z,Document,9.744010951403148,0.5416666666666667
48617634,orbitdb/orbit-db,0.2875,orbitdb/orbit-db,120,2015-12-26T17:02:28Z,Key-value,8.010951403148528,0.7125
48617634,orbitdb/orbit-db,0.2875,orbitdb/orbit-db,120,2015-12-26T17:02:28Z,Document,8.010951403148528,0.7125
7357595,zopefoundation/ZODB,0.4354838709677419,zopefoundation/ZODB,118,2012-12-28T17:47:39Z,Key-value,11.003422313483915,0.5645161290322581
7357595,zopefoundation/ZODB,0.4354838709677419,zopefoundation/ZODB,118,2012-12-28T17:47:39Z,Object Oriented,11.003422313483915,0.5645161290322581
628503457,jdagdelen/hyperDB,0.4444444444444444,jdagdelen/hyperDB,115,2023-04-16T06:27:39Z,Document,0.7063655030800822,0.5555555555555556
628503457,jdagdelen/hyperDB,0.4444444444444444,jdagdelen/hyperDB,115,2023-04-16T06:27:39Z,Vector,0.7063655030800822,0.5555555555555556
5761553,oetiker/rrdtool-1.x,0.1972789115646258,oetiker/rrdtool-1.x,114,2012-09-11T07:41:14Z,Time Series,11.299110198494182,0.8027210884353742
679889516,fireproof-storage/fireproof,0.196629213483146,fireproof-storage/fireproof,109,2023-08-17T21:13:44Z,Document,0.36960985626283366,0.803370786516854
11380094,msiemens/tinydb,0.3896103896103896,msiemens/tinydb,108,2013-07-12T23:31:13Z,Document,10.466803559206022,0.6103896103896105
26774602,proullon/ramsql,0.6792452830188679,proullon/ramsql,102,2014-11-17T20:00:45Z,Relational,9.117043121149898,0.3207547169811321
52507351,diennea/herddb,0.367816091954023,diennea/herddb,100,2016-02-25T08:01:32Z,Relational,7.84394250513347,0.632183908045977
597066476,tontinton/dbeel,0.3125,tontinton/dbeel,96,2023-02-03T14:56:30Z,Document,0.9034907597535934,0.6875
57401138,bitnine-oss/agensgraph,0.3023255813953488,bitnine-oss/agensgraph,94,2016-04-29T17:19:07Z,Key-value,7.668720054757015,0.6976744186046512
57401138,bitnine-oss/agensgraph,0.3023255813953488,bitnine-oss/agensgraph,94,2016-04-29T17:19:07Z,Relational,7.668720054757015,0.6976744186046512
57401138,bitnine-oss/agensgraph,0.3023255813953488,bitnine-oss/agensgraph,94,2016-04-29T17:19:07Z,Document,7.668720054757015,0.6976744186046512
57401138,bitnine-oss/agensgraph,0.3023255813953488,bitnine-oss/agensgraph,94,2016-04-29T17:19:07Z,Graph,7.668720054757015,0.6976744186046512
429630067,marsupialtail/quokka,0.859375,marsupialtail/quokka,93,2021-11-19T01:17:06Z,Relational,2.11088295687885,0.140625
143436277,baidu/BaikalDB,0.71875,baidu/BaikalDB,92,2018-08-03T14:19:12Z,Relational,5.4072553045859,0.28125
613723,basho/riak,0.2884615384615384,basho/riak,91,2010-04-16T14:51:16Z,Key-value,13.705681040383299,0.7115384615384617
635374751,jina-ai/vectordb,0.2857142857142857,jina-ai/vectordb,86,2023-05-02T14:59:09Z,Document,0.6625598904859685,0.7142857142857143
635374751,jina-ai/vectordb,0.2857142857142857,jina-ai/vectordb,86,2023-05-02T14:59:09Z,Vector,0.6625598904859685,0.7142857142857143
52420005,griddb/griddb,0.375,griddb/griddb,85,2016-02-24T06:31:40Z,Key-value,7.846680355920602,0.625
52420005,griddb/griddb,0.375,griddb/griddb,85,2016-02-24T06:31:40Z,Time Series,7.846680355920602,0.625
5453989,jankotek/mapdb,0.2857142857142857,jankotek/mapdb,81,2012-08-17T15:28:54Z,Key-value,11.367556468172484,0.7142857142857143
5453989,jankotek/mapdb,0.2857142857142857,jankotek/mapdb,81,2012-08-17T15:28:54Z,Object Oriented,11.367556468172484,0.7142857142857143
266444815,earthstar-project/earthstar,0.5,earthstar-project/earthstar,78,2020-05-24T00:49:12Z,Document,3.600273785078713,0.5
81411018,microsoft/GraphEngine,0.3902439024390244,microsoft/GraphEngine,69,2017-02-09T05:02:16Z,Graph,6.885694729637235,0.6097560975609756
18800032,tonsky/datascript,0.6875,tonsky/datascript,66,2014-04-15T12:58:22Z,Key-value,9.708418891170432,0.3125
34839383,apache/geode,0.2962962962962963,apache/geode,60,2015-04-30T07:00:05Z,Key-value,8.668035592060233,0.7037037037037037
206403,apache/jackrabbit,0.0446096654275092,apache/jackrabbit,58,2009-05-21T01:43:24Z,Object Oriented,14.609171800136892,0.9553903345724908
206403,apache/jackrabbit,0.0446096654275092,apache/jackrabbit,58,2009-05-21T01:43:24Z,Content,14.609171800136892,0.9553903345724908
320459354,bytedance/terarkdb,0.2,bytedance/terarkdb,58,2020-12-11T03:42:58Z,Key-value,3.049965776865161,0.8
722117815,cursusdb/cursusdb,0.6923076923076923,cursusdb/cursusdb,57,2023-11-22T13:26:09Z,Document,0.10403832991101986,0.3076923076923077
56128733,apache/impala,0.0143918291550603,apache/impala,55,2016-04-13T07:00:08Z,Relational,7.712525667351129,0.9856081708449397
20537104,cayleygraph/cayley,0.2962962962962963,cayleygraph/cayley,55,2014-06-05T18:49:41Z,RDF,9.568788501026694,0.7037037037037037
160528020,mateusfreira/nun-db,0.9333333333333332,mateusfreira/nun-db,51,2018-12-05T14:10:46Z,Object Oriented,5.06776180698152,0.06666666666666676
590507334,StereoDB/StereoDB,0.8095238095238095,StereoDB/StereoDB,48,2023-01-18T15:19:57Z,Relational,0.947296372347707,0.19047619047619047
6427744,Softmotions/ejdb,0.375,Softmotions/ejdb,46,2012-10-28T13:30:23Z,Key-value,11.170431211498974,0.625
6427744,Softmotions/ejdb,0.375,Softmotions/ejdb,46,2012-10-28T13:30:23Z,Document,11.170431211498974,0.625
116522453,akrylysov/pogreb,0.5833333333333334,akrylysov/pogreb,45,2018-01-06T23:16:36Z,Key-value,5.979466119096509,0.41666666666666663
684046299,OpenTenBase/OpenTenBase,0.3333333333333333,OpenTenBase/OpenTenBase,45,2023-08-28T10:44:36Z,Relational,0.3394934976043806,0.6666666666666667
26917250,pkumod/gStore,0.3103448275862069,pkumod/gStore,44,2014-11-20T14:59:01Z,Graph,9.1088295687885,0.6896551724137931
722854801,oasysai/oasysdb,0.7142857142857143,oasysai/oasysdb,42,2023-11-24T05:38:45Z,Key-value,0.09856262833675565,0.2857142857142857
722854801,oasysai/oasysdb,0.7142857142857143,oasysai/oasysdb,42,2023-11-24T05:38:45Z,Vector,0.09856262833675565,0.2857142857142857
147880351,njaard/sonnerie,0.6470588235294118,njaard/sonnerie,39,2018-09-07T22:24:22Z,Relational,5.3114305270362765,0.3529411764705882
8039659,kairosdb/kairosdb,0.3260869565217391,kairosdb/kairosdb,37,2013-02-05T22:27:48Z,Time Series,10.896646132785763,0.673913043478261
50229487,apache/lucene-solr,0.3265306122448979,apache/lucene-solr,36,2016-01-23T08:00:06Z,Document,7.9342915811088295,0.6734693877551021
50229487,apache/lucene-solr,0.3265306122448979,apache/lucene-solr,36,2016-01-23T08:00:06Z,Search Engine,7.9342915811088295,0.6734693877551021
371172777,kelindar/column,0.7,kelindar/column,34,2021-05-26T21:27:45Z,Relational,2.595482546201232,0.30000000000000004
111333972,arun1729/cog,0.5454545454545454,arun1729/cog,33,2017-11-19T21:35:00Z,RDF,6.11088295687885,0.4545454545454546
11654790,techfort/LokiJS,0.1052631578947368,techfort/LokiJS,33,2013-07-25T07:39:20Z,Document,10.431211498973306,0.8947368421052632
183929744,erikgrinaker/toydb,0.3333333333333333,erikgrinaker/toydb,33,2019-04-28T16:02:59Z,Relational,4.673511293634497,0.6666666666666667
735981,xapian/xapian,0.845945945945946,xapian/xapian,32,2010-06-23T15:51:03Z,Document,13.519507186858316,0.15405405405405403
735981,xapian/xapian,0.845945945945946,xapian/xapian,32,2010-06-23T15:51:03Z,Search Engine,13.519507186858316,0.15405405405405403
632269609,kagisearch/vectordb,0.8333333333333334,kagisearch/vectordb,32,2023-04-25T04:13:24Z,Document,0.6817248459958932,0.16666666666666663
632269609,kagisearch/vectordb,0.8333333333333334,kagisearch/vectordb,32,2023-04-25T04:13:24Z,Vector,0.6817248459958932,0.16666666666666663
278320002,estraier/tkrzw,0.1176470588235294,estraier/tkrzw,32,2020-07-09T09:23:22Z,Key-value,3.4743326488706368,0.8823529411764706
411979983,elmarti/camadb,0.3282442748091603,elmarti/camadb,31,2021-09-30T08:16:18Z,Document,2.2477754962354553,0.6717557251908397
33275300,cachelot/cachelot,0.4,cachelot/cachelot,31,2015-04-01T21:59:52Z,Key-value,8.747433264887064,0.6
341208515,edgelesssys/edgelessdb,0.1666666666666666,edgelesssys/edgelessdb,30,2021-02-22T13:24:30Z,Relational,2.8501026694045173,0.8333333333333334
61269853,vanilladb/vanillacore,1.0,vanilladb/vanillacore,28,2016-06-16T07:01:25Z,Multivalue,7.537303216974675,0.0
37285717,pilgr/Paper,0.1764705882352941,pilgr/Paper,28,2015-06-11T20:55:15Z,Key-value,8.553045859000685,0.8235294117647058
37285717,pilgr/Paper,0.1764705882352941,pilgr/Paper,28,2015-06-11T20:55:15Z,Object Oriented,8.553045859000685,0.8235294117647058
184227406,tikv/agatedb,0.2941176470588235,tikv/agatedb,27,2019-04-30T08:54:17Z,Key-value,4.6680355920602326,0.7058823529411765
129436009,rakibtg/SleekDB,0.3181818181818182,rakibtg/SleekDB,27,2018-04-13T17:50:14Z,Document,5.713894592744696,0.6818181818181819
474070793,SnellerInc/sneller,0.0592592592592592,SnellerInc/sneller,25,2022-03-25T15:46:05Z,Document,1.7659137577002053,0.9407407407407408
331747853,microsoft/Extensible-Storage-Engine,0.0833333333333333,microsoft/Extensible-Storage-Engine,25,2021-01-21T20:34:01Z,Key-value,2.937713894592745,0.9166666666666667
8103021,Netflix/EVCache,0.4545454545454545,Netflix/EVCache,25,2013-02-08T22:52:57Z,Key-value,10.888432580424366,0.5454545454545455
64404140,tidwall/redcon,0.1818181818181818,tidwall/redcon,24,2016-07-28T14:52:34Z,Key-value,7.422313483915127,0.8181818181818182
176278485,sqlite/sqlite,0.0076923076923076,sqlite/sqlite,24,2019-03-18T12:21:01Z,Relational,4.785763175906913,0.9923076923076924
50647838,apache/kudu,0.0930703085483055,apache/kudu,24,2016-01-29T08:00:06Z,Relational,7.917864476386037,0.9069296914516944
63731386,tidwall/buntdb,0.125,tidwall/buntdb,23,2016-07-19T22:11:40Z,Key-value,7.446954140999315,0.875
97518356,dremio/dremio-oss,0.217391304347826,dremio/dremio-oss,23,2017-07-17T20:17:04Z,Relational,6.453114305270363,0.7826086956521741
681142,Bobris/BTDB,0.8148148148148148,Bobris/BTDB,22,2010-05-22T22:23:23Z,Key-value,13.607118412046544,0.18518518518518523
681142,Bobris/BTDB,0.8148148148148148,Bobris/BTDB,22,2010-05-22T22:23:23Z,Object Oriented,13.607118412046544,0.18518518518518523
5912693,ncannasse/castle,1.0,ncannasse/castle,21,2012-09-22T11:57:28Z,Document,11.268993839835728,0.0
31976266,apache/asterixdb,0.0067307692307692,apache/asterixdb,21,2015-03-10T19:06:29Z,Document,8.80766598220397,0.9932692307692308
197858776,textileio/go-threads,0.1333333333333333,textileio/go-threads,20,2019-07-20T00:24:31Z,Document,4.446269678302532,0.8666666666666667
8335020,BrightstarDB/BrightstarDB,0.2352941176470588,BrightstarDB/BrightstarDB,20,2013-02-21T12:52:27Z,RDF,10.85284052019165,0.7647058823529412
15001136,etoile/CoreObject,1.0,etoile/CoreObject,19,2013-12-07T06:34:10Z,Object Oriented,10.061601642710473,0.0
48451041,blazegraph/database,0.2727272727272727,blazegraph/database,18,2015-12-22T19:52:44Z,Graph,8.021902806297057,0.7272727272727273
48451041,blazegraph/database,0.2727272727272727,blazegraph/database,18,2015-12-22T19:52:44Z,RDF,8.021902806297057,0.7272727272727273
738338,NEventStore/NEventStore,0.5,NEventStore/NEventStore,18,2010-06-24T20:28:53Z,Event,13.516769336071183,0.5
210997817,redwood/redwood,0.2461538461538461,redwood/redwood,18,2019-09-26T04:13:14Z,Key-value,4.26009582477755,0.7538461538461538
85236158,lambdazen/bitsy,0.3333333333333333,lambdazen/bitsy,15,2017-03-16T19:54:58Z,Graph,6.789869952087611,0.6666666666666667
416174776,pysonDB/pysonDB-v2,0.2857142857142857,pysonDB/pysonDB-v2,15,2021-10-12T03:53:50Z,Document,2.21492128678987,0.7142857142857143
7561862,ideawu/ssdb,0.0,ideawu/ssdb,14,2013-01-11T15:19:07Z,Key-value,10.965092402464066,1.0
124315604,aerospike/aerospike-server,0.0063761955366631,aerospike/aerospike-server,13,2018-03-08T00:59:46Z,Key-value,5.812457221081451,0.9936238044633369
131763823,quoll/asami,0.5,quoll/asami,13,2018-05-01T21:14:38Z,Graph,5.664613278576318,0.5
509396909,lingo-db/lingo-db,0.0,lingo-db/lingo-db,13,2022-07-01T09:31:15Z,Relational,1.4976043805612593,1.0
345982729,GreatSQL/GreatSQL,0.0,GreatSQL/GreatSQL,13,2021-03-09T11:27:23Z,Relational,2.809034907597536,1.0
587246478,endatabas/endb,0.0,endatabas/endb,13,2023-01-10T09:57:42Z,Relational,0.9691991786447639,1.0
587246478,endatabas/endb,0.0,endatabas/endb,13,2023-01-10T09:57:42Z,Document,0.9691991786447639,1.0
51290852,bigchaindb/bigchaindb,0.0,bigchaindb/bigchaindb,13,2016-02-08T10:12:58Z,Key-value,7.8904859685147155,1.0
51290852,bigchaindb/bigchaindb,0.0,bigchaindb/bigchaindb,13,2016-02-08T10:12:58Z,Document,7.8904859685147155,1.0
129072319,CovenantSQL/CovenantSQL,0.3076923076923077,CovenantSQL/CovenantSQL,12,2018-04-11T09:52:58Z,Relational,5.71937029431896,0.6923076923076923
2662146,patx/pickledb,1.0,patx/pickledb,10,2011-10-28T00:04:40Z,Document,12.172484599589323,0.0
