,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank,weighted_degree_centrality,weighted_pagerank,composite_centrality,node_type,weight,label,degree,repo_id,repo_name,in_lcc
R_106737290,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,2.6448758410548713e-05,0.00015353907569476432,2.6448758410548713e-05,0.10564694275608413,Repo,1,R_106737290,1,106737290,,True
R_121870635,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,2.6448758410548713e-05,0.00015353907569476432,2.6448758410548713e-05,0.10564694275608413,Repo,1,R_121870635,1,121870635,,True
R_252650176,0.0010747735298633502,0.3030231010552334,0.0009185233011982533,0.03488707701940205,0.00016594636419410715,0.003992015968063872,0.00016594636419410715,0.14544745758385638,Repo,1,R_252650176,7,252650176,,True
R_7823926,0.002303086135421465,0.2960297190619921,0.0014413390425841738,0.033300955907543464,0.0007723393023205262,0.03132197144173192,0.0007723393023205262,0.15251315373855998,Repo,1,R_7823926,15,7823926,,True
R_50538484,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,2.6448758410548713e-05,0.00015353907569476432,2.6448758410548713e-05,0.10564694275608413,Repo,1,R_50538484,1,50538484,,True
R_21440127,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,0.00033650728297910586,0.014432673115307847,0.00033650728297910586,0.10921469215376825,Repo,1,R_21440127,1,21440127,,True
R_134603838,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,3.3116683670087576e-05,0.00046061722708429296,3.3116683670087576e-05,0.10572366854958273,Repo,1,R_134603838,1,134603838,,True
R_10320116,0.0010747735298633502,0.2857206884187881,0.0003234083423744518,0.02299490668203417,9.278741754927633e-05,0.0026101642868109932,9.278741754927633e-05,0.1303607523357147,Repo,1,R_10320116,7,10320116,,True
R_70208775,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,4.311857155939587e-05,0.0009212344541685859,4.311857155939587e-05,0.10583875723983059,Repo,1,R_70208775,1,70208775,,True
R_125238132,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,0.0037504850158630045,0.17165668662674652,0.0037504850158630045,0.14849829842504272,Repo,1,R_125238132,1,125238132,,True
R_133411492,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,0.0008132639390361347,0.03638876093965914,0.0008132639390361347,0.11470058638891693,Repo,1,R_133411492,1,133411492,,True
R_790359,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,3.3116683670087576e-05,0.00046061722708429296,3.3116683670087576e-05,0.10572366854958273,Repo,1,R_790359,1,790359,,True
R_169087223,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,2.6448758410548713e-05,0.00015353907569476432,2.6448758410548713e-05,0.10564694275608413,Repo,1,R_169087223,1,169087223,,True
R_204033634,0.0007676953784738216,0.2793479689759432,0.0030197280159391894,0.013669156607307914,0.00013809144124761038,0.0023030861354214646,0.00013809144124761038,0.12526970777840363,Repo,1,R_204033634,5,204033634,,True
R_161155314,0.00015353907569476432,0.2572950720426202,0.0,0.005493720187481848,2.6448758410548713e-05,0.00015353907569476432,2.6448758410548713e-05,0.10564694275608413,Repo,1,R_161155314,1,161155314,,True
