,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank,weighted_degree_centrality,weighted_pagerank,composite_centrality,node_type,weight,label,degree,repo_id,repo_name,in_lcc
R_104231541,0.00046061722708429296,0.2678458888282005,0.00021685406662565494,0.010309827726338976,0.00010370770402261309,0.0012283126055581146,0.00010370770402261309,0.1144436346683461,Repo,1,R_104231541,3,104231541,,True
R_296405219,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_296405219,1,296405219,,True
R_87554659,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,4.621459851212795e-05,0.00030707815138952864,4.621459851212795e-05,0.11116713634734186,Repo,1,R_87554659,1,87554659,,True
R_204949916,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_204949916,1,204949916,,True
R_221407234,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_221407234,1,221407234,,True
R_624308170,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_624308170,1,624308170,,True
R_631548305,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,4.621459851212795e-05,0.00030707815138952864,4.621459851212795e-05,0.11116713634734186,Repo,1,R_631548305,1,631548305,,True
R_85320730,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,5.7764499877802276e-05,0.00046061722708429296,5.7764499877802276e-05,0.11129196220191398,Repo,1,R_85320730,1,85320730,,True
R_57230414,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,5.7764499877802276e-05,0.00046061722708429296,5.7764499877802276e-05,0.11129196220191398,Repo,1,R_57230414,1,57230414,,True
R_569041,0.0006141563027790573,0.28010896788083833,0.0005729841286319735,0.014777299005036106,0.00038651698657246283,0.008751727314601566,0.00038651698657246283,0.12578258744003185,Repo,1,R_569041,4,569041,,True
R_78678862,0.00030707815138952864,0.2660351375036515,0.0,0.010647771013073038,4.895931676459845e-05,0.00030707815138952864,4.895931676459845e-05,0.11267745646467277,Repo,1,R_78678862,2,78678862,,True
R_502126992,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_502126992,1,502126992,,True
R_622205108,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,5.7764499877802276e-05,0.00046061722708429296,5.7764499877802276e-05,0.11129196220191398,Repo,1,R_622205108,1,622205108,,True
R_111860063,0.00030707815138952864,0.2658354530670114,0.0001356093140269374,0.009873198136817963,7.513966435587993e-05,0.0010747735298633502,7.513966435587993e-05,0.11260426613786612,Repo,1,R_111860063,2,111860063,,True
R_314442029,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,4.621459851212795e-05,0.00030707815138952864,4.621459851212795e-05,0.11116713634734186,Repo,1,R_314442029,1,314442029,,True
R_157422219,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_157422219,1,157422219,,True
R_123684665,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_123684665,1,123684665,,True
R_309309464,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_309309464,1,309309464,,True
R_296296855,0.00030707815138952864,0.2741581731389498,0.0,0.013919558269708615,7.179944950118288e-05,0.0007676953784738216,7.179944950118288e-05,0.11800723717456388,Repo,1,R_296296855,2,296296855,,True
R_511691380,0.00046061722708429296,0.2719361856417694,0.00017851947834093064,0.013137812074362485,0.0005539696879362285,0.009672961768770152,0.0005539696879362285,0.12254650606519435,Repo,1,R_511691380,3,511691380,,True
R_657093481,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_657093481,1,657093481,,True
R_12682522,0.00046061722708429296,0.2813824152542373,0.00023941391890486993,0.013676504784555996,4.893209824714734e-05,0.0007676953784738216,4.893209824714734e-05,0.1211643879068667,Repo,1,R_12682522,3,12682522,,True
R_19257422,0.006295102103485337,0.3078817733990148,0.013949111092813889,0.028847382401717542,0.0018366027789925965,0.07108859204667588,0.0018366027789925965,0.19125415197223417,Repo,1,R_19257422,44,19257422,questdb/questdb,True
R_254623350,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,4.621459851212795e-05,0.00030707815138952864,4.621459851212795e-05,0.11116713634734186,Repo,1,R_254623350,1,254623350,,True
R_250782700,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_250782700,1,250782700,,True
R_393562005,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_393562005,1,393562005,,True
R_29326047,0.00046061722708429296,0.28130791633571617,0.00046404048737538303,0.0160846545149213,0.00026225279471126645,0.016121602947950252,0.00026225279471126645,0.12532832011506637,Repo,1,R_29326047,3,29326047,,True
R_14509169,0.00046061722708429296,0.28735632183908044,0.00044196874468374706,0.017462220696366472,5.166510807069801e-05,0.0007676953784738216,5.166510807069801e-05,0.12594104558748004,Repo,1,R_14509169,3,14509169,,True
R_235819600,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,4.621459851212795e-05,0.00030707815138952864,4.621459851212795e-05,0.11116713634734186,Repo,1,R_235819600,1,235819600,,True
R_6670942,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,4.621459851212795e-05,0.00030707815138952864,4.621459851212795e-05,0.11116713634734186,Repo,1,R_6670942,1,6670942,,True
R_523043277,0.00046061722708429296,0.26960162395331133,0.0001621471396242061,0.011563781376491352,4.203745989975595e-05,0.00046061722708429296,4.203745989975595e-05,0.11512442350528833,Repo,1,R_523043277,3,523043277,,True
R_47671127,0.00030707815138952864,0.2755684274228408,0.000125381092963946,0.014388679367020003,7.14800707506492e-05,0.0007676953784738216,7.14800707506492e-05,0.11897168077079309,Repo,1,R_47671127,2,47671127,,True
R_25890500,0.00030707815138952864,0.2659685427009888,7.786736139817762e-05,0.010325276411769316,6.421284412458749e-05,0.00046061722708429296,6.421284412458749e-05,0.11272006778425303,Repo,1,R_25890500,2,25890500,,True
R_334164334,0.00030707815138952864,0.26821777179400874,0.0,0.010963677022402179,4.052838586089372e-05,0.00030707815138952864,4.052838586089372e-05,0.1136340344418322,Repo,1,R_334164334,2,334164334,,True
R_439011383,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_439011383,1,439011383,,True
R_60489644,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,5.7764499877802276e-05,0.00046061722708429296,5.7764499877802276e-05,0.11129196220191398,Repo,1,R_60489644,1,60489644,,True
R_126465227,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_126465227,1,126465227,,True
R_125266328,0.00046061722708429296,0.2833711161488198,0.000334138272898538,0.019975455942276923,0.0003487666143225327,0.02917242438200522,0.0003487666143225327,0.1293964419169322,Repo,1,R_125266328,3,125266328,,True
R_624131986,0.00030707815138952864,0.270069900444821,0.0001355046588489,0.010284163689941776,4.7376535236792294e-05,0.00046061722708429296,4.7376535236792294e-05,0.11421225624566546,Repo,1,R_624131986,2,624131986,,True
R_617816604,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,5.7764499877802276e-05,0.00046061722708429296,5.7764499877802276e-05,0.11129196220191398,Repo,1,R_617816604,1,617816604,,True
R_6376337,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,6.93144012434766e-05,0.0006141563027790573,6.93144012434766e-05,0.11141678805648611,Repo,1,R_6376337,1,6376337,,True
R_235901813,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,4.621459851212795e-05,0.00030707815138952864,4.621459851212795e-05,0.11116713634734186,Repo,1,R_235901813,1,235901813,,True
R_72667908,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_72667908,1,72667908,,True
R_358201880,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_358201880,1,358201880,,True
R_30216244,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_30216244,1,30216244,,True
R_219915319,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_219915319,1,219915319,,True
R_239416281,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_239416281,1,239416281,,True
R_140325970,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_140325970,1,140325970,,True
R_676097068,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,5.7764499877802276e-05,0.00046061722708429296,5.7764499877802276e-05,0.11129196220191398,Repo,1,R_676097068,1,676097068,,True
R_647824125,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_647824125,1,647824125,,True
R_643013042,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_643013042,1,643013042,,True
R_438001215,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_438001215,1,438001215,,True
R_1916228,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,4.621459851212795e-05,0.00030707815138952864,4.621459851212795e-05,0.11116713634734186,Repo,1,R_1916228,1,1916228,,True
R_33413850,0.00015353907569476432,0.2647315310825962,0.0,0.009649810545716125,3.4664697146453615e-05,0.00015353907569476432,3.4664697146453615e-05,0.11104231049276977,Repo,1,R_33413850,1,33413850,,True
